,w_star,method,gamma,N,expected_return,wasserstein_distance
12043,"[2.54561492e-01 0.00000000e+00 5.55111512e-17 7.45438508e-01
 3.62557206e-16]",SAA,5.0,100,28.025776964433213,0.0399308649515576
12044,"[2.08166817e-16 1.00613962e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,200,28.68000000000002,0.061893732023817385
12045,"[1.01433318e-13 0.00000000e+00 5.26758622e-01 4.73241378e-01
 0.00000000e+00]",SAA,0.1,50,28.795886897187643,0.12504445872677836
12046,"[4.16034479e-12 1.12654119e-11 3.54659795e-01 6.45340205e-01
 1.66196941e-11]",SAA,0.1,100,28.75802515481029,0.07761182571408964
12047,"[9.31699162e-13 3.34024475e-12 0.00000000e+00 1.00000000e+00
 6.22502050e-12]",SAA,0.1,200,28.680000000097984,0.06425209236119989
12048,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 4.94049246e-15]",SAA,1.0,50,28.680000000000014,2.90878432451791e-15
12049,"[1.94289029e-15 6.93889390e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000266,3.275157922644212e-16
12050,"[0.00000000e+00 9.99200722e-16 0.00000000e+00 1.00000000e+00
 4.77395901e-15]",SAA,1.0,200,28.68000000000003,2.9976021664879227e-15
12051,"[1.69861674e-01 7.59808882e-16 0.00000000e+00 8.30138326e-01
 1.77982629e-15]",SAA,5.0,50,28.243455497183277,0.00605093767528374
12052,"[4.61130618e-01 1.02348685e-16 9.71445147e-17 5.38869382e-01
 0.00000000e+00]",SAA,5.0,100,27.494894310787682,0.12255851532440336
12053,"[1.63396024e-01 0.00000000e+00 5.89805982e-17 8.36603976e-01
 0.00000000e+00]",SAA,5.0,200,28.26007221879177,0.003464677502756283
12054,[0.         0.         0.47139359 0.52860641 0.        ],SAA,0.1,50,28.783706589126382,0.12430534219357502
12055,"[2.74941241e-12 6.26051596e-12 2.82741660e-01 7.17258340e-01
 7.54535655e-12]",SAA,0.1,100,28.742203165160404,0.048844571691687474
12056,"[5.12014844e-11 5.39433233e-11 4.52379676e-02 9.54762032e-01
 6.64456355e-11]",SAA,0.1,200,28.68995235225752,0.04615690530441138
12057,"[1.11022302e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 5.07927034e-15]",SAA,1.0,50,28.680000000000017,3.258504577274834e-15
12058,"[0.00000000e+00 0.00000000e+00 2.49800181e-15 1.00000000e+00
 7.77156117e-16]",SAA,1.0,100,28.680000000000025,2.187139358511558e-15
12059,[0.         0.         0.02407826 0.97592174 0.        ],SAA,1.0,200,28.685297218019684,0.009631305485619426
12060,"[0.00000000e+00 3.71664505e-16 0.00000000e+00 1.00000000e+00
 9.58434720e-17]",SAA,5.0,50,28.680000000000007,0.06189373202381722
12061,"[3.46944695e-16 1.73472348e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.680000000000003,0.06189373202381722
12062,"[9.70529290e-02 2.11636264e-16 7.97972799e-17 9.02947071e-01
 0.00000000e+00]",SAA,5.0,200,28.43057397253469,0.023072560433885954
12063,[0.         0.         0.01713685 0.98286315 0.        ],SAA,0.1,50,28.683770109286076,0.05739735200865183
12064,[0.        0.        0.0596034 0.9403966 0.       ],SAA,0.1,100,28.6931127486198,0.04041073388406642
12065,[0.        0.        0.2839975 0.7160025 0.       ],SAA,0.1,200,28.74247945108861,0.049346907657656994
12066,"[1.23397226e-14 5.44576573e-15 1.33752735e-01 8.66247265e-01
 1.16658266e-14]",SAA,1.0,50,28.709425601795715,0.05350109417423718
12067,"[1.73651744e-14 1.11229398e-14 7.61041653e-02 9.23895835e-01
 2.88592484e-14]",SAA,1.0,100,28.696742916362687,0.03044166611439489
12068,"[5.55111512e-17 1.55431223e-15 0.00000000e+00 1.00000000e+00
 2.74780199e-15]",SAA,1.0,200,28.68000000000001,2.625677453238495e-15
12069,"[0.00000000e+00 0.00000000e+00 1.54390389e-16 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,28.680000000000017,0.061893732023817385
12070,"[3.38156097e-01 0.00000000e+00 3.81639165e-17 6.61843903e-01
 6.85215773e-17]",SAA,5.0,100,27.810938831303947,0.07336870668373963
12071,"[1.88785107e-01 4.85722573e-17 0.00000000e+00 8.11214893e-01
 0.00000000e+00]",SAA,5.0,200,28.194822275649788,0.01362031067660579
12072,[0.         0.         0.37200249 0.62799751 0.        ],SAA,0.1,50,28.761840549055812,0.084548905313473
12073,"[2.99426100e-14 0.00000000e+00 5.94022737e-01 4.05977263e-01
 0.00000000e+00]",SAA,0.1,100,28.810685002249176,0.0981388129941432
12074,"[1.72777072e-11 1.98786432e-11 6.54857978e-02 9.34514202e-01
 2.49085052e-11]",SAA,0.1,200,28.694406875291758,0.038057773228175974
12075,"[2.91433544e-15 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000195,9.048317650695026e-16
12076,"[1.13797860e-15 0.00000000e+00 6.10622664e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.68000000000007,1.2601031329495524e-15
12077,"[0.00000000e+00 1.52655666e-15 0.00000000e+00 1.00000000e+00
 2.16493490e-15]",SAA,1.0,200,28.680000000000046,2.137179322403426e-15
12078,"[0.00000000e+00 3.05311332e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,28.680000000000007,0.061893732023817274
12079,"[3.88578059e-16 8.32667268e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.68,0.06189373202381719
12080,"[4.80552876e-01 6.32089867e-17 0.00000000e+00 5.19447124e-01
 5.81566045e-16]",SAA,5.0,200,27.444979109602045,0.13032741823267427
12081,"[1.43693391e-12 5.84116089e-12 0.00000000e+00 1.00000000e+00
 1.08753284e-11]",SAA,0.1,50,28.68000000017366,0.06425209235888055
12082,"[3.80917173e-13 6.24298758e-12 5.75598650e-01 4.24401350e-01
 1.22757337e-11]",SAA,0.1,100,28.806631702890012,0.10550844770040439
12083,"[2.46175667e-11 2.64818382e-11 8.10773049e-02 9.18922695e-01
 3.31460487e-11]",SAA,0.1,200,28.69783700676529,0.03182117040566777
12084,"[0.00000000e+00 1.05168943e-16 1.73846969e-01 8.26153031e-01
 0.00000000e+00]",SAA,1.0,50,28.718246333185654,0.06953878760997292
12085,"[2.85679127e-14 2.87263421e-14 5.32413876e-02 9.46758612e-01
 4.34934512e-14]",SAA,1.0,100,28.691713105272527,0.02129655504166731
12086,"[2.49800181e-16 3.88578059e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000096,9.381384558082572e-16
12087,"[3.14184056e-16 0.00000000e+00 8.63232179e-02 9.13676782e-01
 5.11056928e-16]",SAA,5.0,50,28.69899110794085,0.02736444485864107
12088,"[6.89670851e-01 0.00000000e+00 0.00000000e+00 3.10329149e-01
 5.55111512e-17]",SAA,5.0,100,26.907545912294136,0.06223792747721381
12089,"[0.00000000e+00 0.00000000e+00 3.65315755e-03 9.96346842e-01
 2.31232979e-16]",SAA,5.0,200,28.68080369466009,0.06043246900549467
12090,[0.         0.         0.55469761 0.44530239 0.        ],SAA,0.1,50,28.802033474703663,0.11386886336810623
12091,"[0.00000000e+00 3.81689884e-12 4.00006455e-01 5.99993545e-01
 6.64967618e-12]",SAA,0.1,100,28.768001419986597,0.09575048951439201
12092,"[3.09199741e-11 3.34297485e-11 1.60948929e-01 8.39051071e-01
 4.19664287e-11]",SAA,0.1,200,28.715408764068364,0.0001274794102461015
12093,"[5.55111512e-17 8.88178420e-16 0.00000000e+00 1.00000000e+00
 1.85962357e-15]",SAA,1.0,50,28.680000000000025,1.959543638463401e-15
12094,"[2.39262690e-14 2.00488877e-14 1.00758785e-01 8.99241215e-01
 3.64329934e-14]",SAA,1.0,100,28.70216693274793,0.04030351408770376
12095,"[6.10622664e-16 0.00000000e+00 1.66533454e-16 1.00000000e+00
 4.05231404e-15]",SAA,1.0,200,28.68000000000003,2.6756374893466266e-15
12096,"[3.61864619e-01 2.28983499e-16 3.33934269e-17 6.38135381e-01
 9.28077060e-17]",SAA,5.0,50,27.75000792931991,0.08285211555285117
12097,"[4.59361006e-01 5.37764278e-17 0.00000000e+00 5.40638994e-01
 1.19695920e-16]",SAA,5.0,100,27.4994422144087,0.12185067040284439
12098,"[6.73986593e-02 2.77555756e-17 2.22044605e-16 9.32601341e-01
 0.00000000e+00]",SAA,5.0,200,28.506785445692408,0.03493426831835306
12099,"[0.00000000e+00 0.00000000e+00 3.87506693e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.680000000236884,0.06425209236451845
12100,"[2.90600877e-13 6.42791376e-13 0.00000000e+00 1.00000000e+00
 1.37639899e-12]",SAA,0.1,100,28.680000000021458,0.06425209236371218
12101,"[3.69030520e-11 6.04000619e-11 2.67552521e-01 7.32447479e-01
 8.05629120e-11]",SAA,0.1,200,28.7388615539005,0.04276891601119516
12102,"[2.49800181e-16 0.00000000e+00 3.33066907e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000057,1.2156942119645463e-15
12103,"[0.00000000e+00 7.77156117e-16 0.00000000e+00 1.00000000e+00
 1.63757896e-15]",SAA,1.0,100,28.680000000000014,1.88182802673964e-15
12104,[0.         0.         0.03360112 0.96639888 0.        ],SAA,1.0,200,28.68739224596181,0.013440447200065743
12105,"[5.55111512e-17 0.00000000e+00 1.17961196e-16 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,28.68000000000001,0.061893732023817344
12106,"[3.51760018e-01 0.00000000e+00 1.68371500e-03 6.46556267e-01
 9.17235038e-17]",SAA,5.0,100,27.77634717058731,0.07948376124466558
12107,"[4.65539302e-02 2.84494650e-16 2.08166817e-17 9.53446070e-01
 0.00000000e+00]",SAA,5.0,200,28.560356399363123,0.043272159940254906
12108,"[0.00000000e+00 0.00000000e+00 5.02844988e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.68000000035842,0.06425209236490284
12109,[0.         0.         0.09763621 0.90236379 0.        ],SAA,0.1,100,28.701479970090393,0.025197607916446742
12110,"[0.00000000e+00 1.11173966e-12 4.64633203e-01 5.35366797e-01
 1.91543401e-12]",SAA,0.1,200,28.782219304742053,0.12160118902062175
12111,"[0.00000000e+00 0.00000000e+00 1.05471187e-15 1.00000000e+00
 5.96744876e-15]",SAA,1.0,50,28.680000000000017,3.602673714908633e-15
12112,[0.0000000e+00 4.4408921e-16 0.0000000e+00 1.0000000e+00 0.0000000e+00],SAA,1.0,100,28.68000000000008,9.992007221626407e-16
12113,"[0.00000000e+00 2.49800181e-16 0.00000000e+00 1.00000000e+00
 2.22044605e-16]",SAA,1.0,200,28.680000000000014,1.4932499681208353e-15
12114,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 1.97758476e-16]",SAA,5.0,50,28.68000000000001,0.06189373202381733
12115,"[4.15426078e-01 1.20563282e-16 0.00000000e+00 5.84573922e-01
 1.11022302e-16]",SAA,5.0,100,27.612354979577614,0.10427669917032918
12116,"[4.57977791e-01 0.00000000e+00 5.44022758e-02 4.87619934e-01
 1.53685658e-16]",SAA,5.0,200,27.514965578981066,0.14305829453321245
12117,"[1.00479595e-13 4.25787784e-12 6.20727884e-01 3.79272116e-01
 7.76149354e-12]",SAA,0.1,50,28.816560134532455,0.08745675385853452
12118,"[1.10029278e-11 1.18584119e-11 2.03944546e-02 9.79605545e-01
 1.51525468e-11]",SAA,0.1,100,28.684486779869385,0.05609431051950292
12119,[0.         0.         0.21637398 0.78362602 0.        ],SAA,0.1,200,28.727602275307408,0.022297498560637986
12120,"[7.70564612e-16 5.30916579e-15 6.99527606e-02 9.30047239e-01
 3.87578846e-15]",SAA,1.0,50,28.69538960733234,0.027981104240696584
12121,"[1.01917499e-14 8.19818220e-15 1.93543854e-01 8.06456146e-01
 1.44434834e-14]",SAA,1.0,100,28.722579647883574,0.07741754160673776
12122,"[4.79366565e-14 3.75926403e-14 3.81572860e-02 9.61842714e-01
 7.19868196e-14]",SAA,1.0,200,28.6883946029115,0.01526291438566667
12123,"[4.50625110e-01 4.29344060e-17 7.75855075e-16 5.49374890e-01
 8.01442246e-16]",SAA,5.0,50,27.521893466213893,0.11835631214522682
12124,"[2.71695896e-01 1.05818132e-16 1.76941795e-16 7.28304104e-01
 0.00000000e+00]",SAA,5.0,100,27.981741547819063,0.046784626292282576
12125,"[5.01110960e-01 1.22406425e-16 0.00000000e+00 4.98889040e-01
 4.68483759e-16]",SAA,5.0,200,27.392144833556706,0.1376618840939579
12126,"[0.00000000e+00 6.13120665e-14 0.00000000e+00 1.00000000e+00
 4.52970994e-14]",SAA,0.1,50,28.680000000001698,0.06425209236439461
12127,"[0.00000000e+00 1.36553376e-12 4.88188437e-01 5.11811563e-01
 3.22767481e-12]",SAA,0.1,100,28.787401456038047,0.1310232822933103
12128,"[0.00000000e+00 0.00000000e+00 5.01321207e-13 1.00000000e+00
 0.00000000e+00]",SAA,0.1,200,28.68000000002744,0.06425209236441257
12129,"[4.16333634e-16 0.00000000e+00 7.77156117e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000152,5.82867087928207e-16
12130,"[0.00000000e+00 6.10622664e-16 0.00000000e+00 1.00000000e+00
 9.49240686e-15]",SAA,1.0,100,28.680000000000053,4.440892098500626e-15
12131,"[6.10622664e-16 0.00000000e+00 4.44089210e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000085,1.06581410364015e-15
12132,"[7.01464751e-02 0.00000000e+00 0.00000000e+00 9.29853525e-01
 1.17961196e-16]",SAA,5.0,50,28.499723559119936,0.03383514200357203
12133,"[7.15776439e-02 1.73472348e-16 0.00000000e+00 9.28422356e-01
 7.97972799e-17]",SAA,5.0,100,28.496045455062017,0.033262674445920515
12134,"[9.74343885e-02 3.12250226e-17 0.00000000e+00 9.02565612e-01
 6.93889390e-18]",SAA,5.0,200,28.429593621611737,0.022919976632647228
12135,"[0.00000000e+00 0.00000000e+00 3.77411991e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,50,28.680000000231882,0.06425209236452412
12136,"[0.00000000e+00 0.00000000e+00 1.87613813e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,100,28.680000000121993,0.06425209236451988
12137,"[0.00000000e+00 0.00000000e+00 1.72592496e-12 1.00000000e+00
 0.00000000e+00]",SAA,0.1,200,28.68000000011283,0.06425209236451632
12138,"[1.11883577e-14 1.10884472e-14 4.55550741e-02 9.54444926e-01
 1.54635288e-14]",SAA,1.0,50,28.690022116295967,0.01822202962929536
12139,"[0.00000000e+00 0.00000000e+00 1.13797860e-15 1.00000000e+00
 2.60902411e-15]",SAA,1.0,100,28.680000000000046,2.1926904736346838e-15
12140,"[0.00000000e+00 3.33066907e-16 2.05391260e-15 1.00000000e+00
 7.41073869e-15]",SAA,1.0,200,28.68000000000002,4.601874437071273e-15
12141,"[3.61591672e-02 3.12250226e-17 0.00000000e+00 9.63840833e-01
 4.19803081e-16]",SAA,5.0,50,28.58707094032937,0.047430065149010464
12142,"[4.04483115e-01 1.08203377e-16 6.50521303e-19 5.95516885e-01
 0.00000000e+00]",SAA,5.0,100,27.640478393762336,0.09989951408321229
12143,"[0.00000000e+00 2.08166817e-17 0.00000000e+00 1.00000000e+00
 5.03069808e-17]",SAA,5.0,200,28.680000000000007,0.06189373202381736
12144,"[1.17700538e-13 1.21630565e-12 4.80874204e-01 5.19125796e-01
 2.62418883e-12]",SAA,0.1,50,28.785792324871416,0.12809758926369574
12145,"[4.46359875e-13 1.60696361e-12 3.13702279e-01 6.86297721e-01
 1.94336021e-12]",SAA,0.1,100,28.7490145012579,0.061228819055726545
12146,[0.0000000e+00 0.0000000e+00 4.8754889e-12 1.0000000e+00 0.0000000e+00],SAA,0.1,200,28.68000000029897,0.06425209236454973
12147,"[5.55111512e-17 3.33066907e-16 5.55111512e-17 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.680000000000067,1.1102230246251565e-15
12148,[0.         0.         0.03632345 0.96367655 0.        ],SAA,1.0,100,28.687991158555256,0.014529379185802608
12149,"[5.27355937e-16 0.00000000e+00 4.99600361e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000074,1.1823875212257916e-15
12150,"[9.55633531e-01 1.90819582e-16 0.00000000e+00 4.43664687e-02
 8.67361738e-16]",SAA,5.0,50,26.22402182453903,0.04414714454692607
12151,"[1.94289029e-16 0.00000000e+00 6.24500451e-17 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.68,0.06189373202381725
12152,"[3.46944695e-17 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,200,28.68,0.06189373202381733
12153,"[0.00000000e+00 0.00000000e+00 1.00000000e+00 3.60694807e-12
 0.00000000e+00]",SAA,0.1,50,28.90000000023798,0.06425209236463215
12154,"[3.14442916e-13 9.84101689e-13 0.00000000e+00 1.00000000e+00
 2.13695728e-12]",SAA,0.1,100,28.68000000003247,0.06425209236337126
12155,"[1.28941194e-11 2.66283632e-11 2.85983390e-01 7.14016609e-01
 3.79235012e-11]",SAA,0.1,200,28.742916345610162,0.05014126385992236
12156,"[4.91458008e-14 4.28580045e-14 1.81168172e-01 8.18831828e-01
 6.11161756e-14]",SAA,1.0,50,28.71985699779994,0.07246726872823134
12157,"[9.43689571e-16 0.00000000e+00 5.55111512e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000103,9.769962616701376e-16
12158,"[0.00000000e+00 0.00000000e+00 3.38618023e-15 1.00000000e+00
 7.71605002e-15]",SAA,1.0,200,28.680000000000053,4.9515946898281975e-15
12159,"[3.13212609e-01 0.00000000e+00 1.90819582e-16 6.86787391e-01
 3.98986399e-16]",SAA,5.0,50,27.875043594203284,0.06339131167995313
12160,[0.08432708 0.         0.         0.91567292 0.        ],SAA,5.0,100,28.463279408855144,0.02816290071722454
12161,"[4.37874120e-01 0.00000000e+00 3.46944695e-18 5.62125880e-01
 0.00000000e+00]",SAA,5.0,200,27.554663510762087,0.11325591610659816
12162,"[3.07978223e-14 0.00000000e+00 6.25118710e-01 3.74881290e-01
 0.00000000e+00]",SAA,0.1,50,28.817526116219028,0.08570042376746562
12163,"[8.45469375e-14 0.00000000e+00 4.15787729e-01 5.84212271e-01
 0.00000000e+00]",SAA,0.1,100,28.771473300649326,0.10206299927217552
12164,[0.         0.         0.03081024 0.96918976 0.        ],SAA,0.1,200,28.686778256431758,0.05192799491619193
12165,[0.         0.         0.04689745 0.95310255 0.        ],SAA,1.0,50,28.69031744004401,0.018758981891502477
12166,[0.0000000e+00 0.0000000e+00 8.8817842e-16 1.0000000e+00 6.7168493e-15],SAA,1.0,100,28.680000000000028,3.7192471324942744e-15
12167,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 3.08086889e-15]",SAA,1.0,200,28.680000000000025,2.137179322403426e-15
12168,"[2.99720048e-02 1.42247325e-16 1.04083409e-17 9.70027995e-01
 0.00000000e+00]",SAA,5.0,50,28.60297194777305,0.04990493012078951
12169,"[3.45426568e-01 5.89805982e-17 0.00000000e+00 6.54573432e-01
 1.73906028e-16]",SAA,5.0,100,27.792253719237564,0.07627689533220386
12170,"[4.22667480e-02 0.00000000e+00 9.36750677e-17 9.57733252e-01
 0.00000000e+00]",SAA,5.0,200,28.571374457677397,0.04498703282963721
12171,[0.0000000e+00 0.0000000e+00 1.3424345e-11 1.0000000e+00 0.0000000e+00],SAA,0.1,50,28.68000000082555,0.06425209236478915
12172,"[5.34680723e-11 5.60514812e-11 1.28072119e-01 8.71927881e-01
 7.03473292e-11]",SAA,0.1,100,28.708175865432736,0.013023244930021131
12173,[0.         0.         0.14033953 0.85966047 0.        ],SAA,0.1,200,28.710874697496514,0.008116279814545806
12174,"[3.33066907e-16 0.00000000e+00 1.05471187e-15 1.00000000e+00
 0.00000000e+00]",SAA,1.0,50,28.68000000000003,1.4099832412739485e-15
12175,"[1.24900090e-15 0.00000000e+00 2.22044605e-16 1.00000000e+00
 4.21884749e-15]",SAA,1.0,100,28.680000000000046,2.8921309791485325e-15
12176,"[0.00000000e+00 6.93889390e-16 0.00000000e+00 1.00000000e+00
 2.44249065e-15]",SAA,1.0,200,28.68000000000003,2.0261570199409103e-15
12177,"[2.77555756e-17 2.01227923e-16 0.00000000e+00 1.00000000e+00
 2.01227923e-16]",SAA,5.0,50,28.680000000000003,0.061893732023817274
12178,"[4.87173592e-01 1.43114687e-17 0.00000000e+00 5.12826408e-01
 6.85215773e-17]",SAA,5.0,100,27.427963869352865,0.13297570465277816
12179,"[2.49800181e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,200,28.680000000000007,0.06189373202381728
12180,"[3.05204358e-14 0.00000000e+00 7.06426139e-01 2.93573861e-01
 0.00000000e+00]",SAA,0.1,50,28.83541375075244,0.05317745186374563
12181,"[1.14410918e-11 1.15787245e-11 1.58627326e-01 8.41372674e-01
 1.48484340e-11]",SAA,0.1,100,28.714898011582825,0.0008011619518310214
12182,"[1.69388236e-11 2.29419416e-11 2.05665644e-01 7.94334355e-01
 3.36623979e-11]",SAA,0.1,200,28.72524644150413,0.01801416544454664
12183,[0.         0.         0.19157973 0.80842027 0.        ],SAA,1.0,50,28.72214754103634,0.07663189279229816
12184,"[0.00000000e+00 0.00000000e+00 1.58206781e-15 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000064,1.3489209749195648e-15
12185,"[0.00000000e+00 1.88737914e-15 2.77555756e-16 1.00000000e+00
 0.00000000e+00]",SAA,1.0,200,28.680000000000025,1.7430501486614955e-15
12186,"[3.10358107e-01 0.00000000e+00 0.00000000e+00 6.89641893e-01
 1.76941795e-16]",SAA,5.0,50,27.882379666112666,0.06224951060456211
12187,"[1.11022302e-16 2.22044605e-16 0.00000000e+00 1.00000000e+00
 6.93889390e-17]",SAA,5.0,100,28.68,0.06189373202381726
12188,"[0.00000000e+00 1.59594560e-16 1.38777878e-17 1.00000000e+00
 1.38777878e-16]",SAA,5.0,200,28.680000000000007,0.06189373202381731
12189,[0.         0.         0.20733863 0.79266137 0.        ],SAA,0.1,50,28.725614499733602,0.01868335792714229
12190,"[3.95461441e-13 1.14772081e-12 0.00000000e+00 1.00000000e+00
 2.44265719e-12]",SAA,0.1,100,28.68000000003572,0.06425209236318875
12191,"[3.91073568e-13 5.13319405e-12 3.87293526e-01 6.12706474e-01
 9.45193137e-12]",SAA,0.1,200,28.765204575669777,0.09066531806983014
12192,"[1.28243580e-15 5.07954386e-15 2.79983175e-01 7.20016825e-01
 1.28189260e-14]",SAA,1.0,50,28.741596298399173,0.11199326981680346
12193,"[7.49400542e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,1.0,100,28.680000000000103,8.493206138382446e-16
12194,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 6.35602682e-15]",SAA,1.0,200,28.680000000000057,3.1030733538273125e-15
12195,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 2.68014777e-16]",SAA,5.0,50,28.680000000000003,0.06189373202381725
12196,"[4.16333634e-17 3.08780779e-16 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,100,28.68000000000002,0.06189373202381735
12197,"[6.69603262e-16 0.00000000e+00 1.28369537e-16 1.00000000e+00
 0.00000000e+00]",SAA,5.0,200,28.68000000000002,0.061893732023817205
