,w_star,method,gamma,N,expected_return
6659,"[2.87589323e-01 2.57117932e-01 2.77555756e-17 2.32732851e-01
 2.22559894e-01]",SAA,5.0,50,0.026047176692849998
6660,"[4.27470599e-01 1.52655666e-16 0.00000000e+00 5.72529401e-01
 2.75278932e-16]",SAA,5.0,100,0.027581400560570013
6661,[0.31297893 0.21928184 0.         0.30864074 0.1590985 ],SAA,5.0,200,0.0263987932019
6662,[0.8825914 0.        0.        0.1174086 0.       ],SAA,5.0,50,0.026411740102
6663,[0.23923171 0.18771551 0.00701683 0.384632   0.18140394],SAA,5.0,100,0.0265990273714
6664,"[2.80502760e-01 1.38777878e-16 0.00000000e+00 7.19497240e-01
 1.27935856e-17]",SAA,5.0,200,0.027959107906800007
6665,"[2.56739120e-17 6.32227777e-02 1.87468241e-02 9.18030398e-01
 4.76136674e-17]",SAA,5.0,50,0.028464741256947
6666,[0.26447369 0.20403308 0.         0.32635929 0.20513395],SAA,5.0,100,0.026369205340900002
6667,[0.25961755 0.22291893 0.         0.33446049 0.18300303],SAA,5.0,200,0.0264157405744
6668,[0.42035307 0.15920406 0.         0.42044286 0.        ],SAA,5.0,50,0.0270472542351
6669,"[3.71795416e-01 8.32667268e-17 1.12757026e-17 6.28204584e-01
 1.66723189e-16]",SAA,5.0,100,0.027724485780880007
6670,"[3.80739221e-01 1.27114737e-01 8.32667268e-17 4.92146041e-01
 0.00000000e+00]",SAA,5.0,200,0.027260412035960004
6671,"[8.61319437e-01 1.38680563e-01 0.00000000e+00 0.00000000e+00
 1.56125113e-16]",SAA,5.0,50,0.025985187493300005
6672,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,100,0.026616000000000004
6673,"[2.65396127e-01 2.20587457e-01 6.93889390e-17 3.13549169e-01
 2.00467247e-01]",SAA,5.0,200,0.026330390866320004
6674,[0.08946394 0.15629798 0.46895681 0.10015805 0.18512322],SAA,5.0,50,0.0271778396918
6675,"[2.63390398e-01 2.35866557e-01 1.38777878e-17 2.88213056e-01
 2.12529989e-01]",SAA,5.0,100,0.026228244773850003
6676,[0.28581206 0.21584886 0.         0.30816924 0.19016983],SAA,5.0,200,0.0263407029398
6677,"[5.69861290e-01 9.71445147e-17 0.00000000e+00 4.30138710e-01
 1.95373231e-16]",SAA,5.0,50,0.027215456484700005
6678,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,100,0.026616000000000004
6679,"[2.66355781e-01 2.29552567e-01 1.11022302e-16 2.80808128e-01
 2.23283525e-01]",SAA,5.0,200,0.026194142401520005
6680,"[4.15421874e-01 1.45228093e-01 0.00000000e+00 4.39350032e-01
 6.93889390e-18]",SAA,5.0,50,0.02710842427243
6681,"[4.07471994e-01 1.73472348e-16 0.00000000e+00 5.92528006e-01
 7.37257477e-18]",SAA,5.0,100,0.02763279697542001
6682,[0.26463864 0.20839249 0.         0.31037299 0.21659588],SAA,5.0,200,0.0263020752949
6683,"[1.62588297e-01 7.59914132e-02 6.31447066e-01 1.29973224e-01
 1.38777878e-17]",SAA,5.0,50,0.028137376233162
6684,"[3.64688628e-01 2.32452946e-16 0.00000000e+00 6.35311372e-01
 3.75757368e-16]",SAA,5.0,100,0.02774275022604002
6685,"[3.38696433e-01 1.23633096e-01 8.15320034e-17 5.37670471e-01
 0.00000000e+00]",SAA,5.0,200,0.02738054332407
6686,[0.27926506 0.23230713 0.         0.28005728 0.20837053],SAA,5.0,50,0.0262185156697
6687,[0.26787011 0.21175403 0.         0.32919828 0.19117758],SAA,5.0,100,0.026396488223200003
6688,[0.25209478 0.22636642 0.         0.3476371  0.1739017 ],SAA,5.0,200,0.026464067287999996
6689,"[2.44949155e-01 0.00000000e+00 4.02781107e-17 7.55050845e-01
 0.00000000e+00]",SAA,5.0,50,0.02805048067165
6690,"[3.57983049e-01 3.19189120e-16 0.00000000e+00 6.42016951e-01
 9.17235038e-16]",SAA,5.0,100,0.02775998356407003
6691,[0.27137117 0.21332809 0.         0.3213385  0.19396224],SAA,5.0,200,0.026369497540799997
6692,[0.15344273 0.08811843 0.52712333 0.0902029  0.14111261],SAA,5.0,50,0.0274608416194
6693,"[3.58023956e-01 1.81680185e-01 5.42101086e-17 4.60295859e-01
 0.00000000e+00]",SAA,5.0,100,0.02712944819113
6694,"[3.75716607e-01 4.06617187e-02 1.27217770e-01 4.56403905e-01
 2.42861287e-17]",SAA,5.0,200,0.027601300085596997
6695,[0.25149022 0.24169026 0.         0.27360133 0.23321819],SAA,5.0,50,0.0261455230774
6696,[0.30495606 0.21030288 0.         0.29205124 0.19268982],SAA,5.0,100,0.0262994077422
6697,[0.24715038 0.21656021 0.         0.31651739 0.21977202],SAA,5.0,200,0.0263043855047
6698,[0.26380628 0.24618073 0.         0.25377249 0.23624049],SAA,5.0,50,0.0260846882355
6699,[3.5157945e-01 0.0000000e+00 4.1931519e-17 6.4842055e-01 0.0000000e+00],SAA,5.0,100,0.027776440813500003
6700,"[2.90477727e-01 1.24900090e-16 0.00000000e+00 7.09522273e-01
 0.00000000e+00]",SAA,5.0,200,0.027933472241610007
6701,"[6.93889390e-17 0.00000000e+00 1.62743253e-01 8.37256747e-01
 1.59594560e-16]",SAA,5.0,50,0.028715803515660006
6702,[0.40562547 0.23470551 0.         0.35966902 0.        ],SAA,5.0,100,0.0268231144224
6703,"[2.52846553e-01 2.24052967e-01 4.16333634e-17 3.11613497e-01
 2.11486982e-01]",SAA,5.0,200,0.026301029115620003
6704,[0.37358945 0.22572417 0.         0.2148874  0.18579897],SAA,5.0,50,0.026100516591800002
6705,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,100,0.026616000000000004
6706,[0.29689361 0.22100446 0.         0.29545153 0.1866504 ],SAA,5.0,200,0.026310171146100004
6707,"[3.48533158e-01 1.44639140e-01 1.73472348e-18 5.06827702e-01
 6.93889390e-18]",SAA,5.0,50,0.027282371968140002
6708,[0.27634422 0.21058067 0.         0.32917508 0.18390003],SAA,5.0,100,0.0264115302947
6709,[0.33952557 0.23781356 0.         0.27001525 0.15264562],SAA,5.0,200,0.0262953009419
6710,"[1.38777878e-17 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,0.02868
6711,[0.28428248 0.24114518 0.         0.26895162 0.20562072],SAA,5.0,100,0.026187327011800002
6712,"[3.92106854e-01 1.37362723e-01 0.00000000e+00 4.70530423e-01
 6.24500451e-17]",SAA,5.0,200,0.027195636736409998
6713,[0.2951881  0.23533093 0.         0.24416793 0.22531303],SAA,5.0,50,0.026090859334100002
6714,"[3.17178214e-01 2.56569735e-01 5.20417043e-18 2.26429589e-01
 1.99822462e-01]",SAA,5.0,100,0.026075353930570002
6715,[0.27921252 0.22578269 0.         0.28637208 0.20863271],SAA,5.0,200,0.0262401106943
6716,[0.26750242 0.22713832 0.         0.30185279 0.20350646],SAA,5.0,50,0.0262885694534
6717,"[0.00000000e+00 1.90819582e-16 0.00000000e+00 1.00000000e+00
 4.39752401e-16]",SAA,5.0,100,0.028680000000000015
6718,"[3.19120127e-01 2.06788550e-01 1.38777878e-17 3.36358485e-01
 1.37732838e-01]",SAA,5.0,200,0.026522507234110003
6719,"[3.98018126e-01 1.70225313e-01 0.00000000e+00 4.31756561e-01
 4.16333634e-17]",SAA,5.0,50,0.02706641158007
6720,[0.2966662  0.20263889 0.05438499 0.3162193  0.13009061],SAA,5.0,100,0.0266409675837
6721,"[4.16333634e-17 4.57533317e-17 0.00000000e+00 8.17540459e-01
 1.82459541e-01]",SAA,5.0,200,0.027858932065500008
6722,[0.46264158 0.20893349 0.0400873  0.28833762 0.        ],SAA,5.0,50,0.0267748308483
6723,[0.28032957 0.21280513 0.         0.32624602 0.18061929],SAA,5.0,100,0.0264083326858
6724,"[3.60259094e-01 1.54366468e-01 1.07552856e-16 4.85374439e-01
 0.00000000e+00]",SAA,5.0,200,0.027218482513140005
6725,"[4.09360371e-01 0.00000000e+00 4.56991216e-17 5.90639629e-01
 6.50521303e-19]",SAA,5.0,50,0.02762794384653
6726,"[2.74665012e-01 2.18289759e-01 4.16333634e-17 3.09019290e-01
 1.98025939e-01]",SAA,5.0,100,0.02632552872993
6727,[0.26150489 0.21605031 0.         0.31425972 0.20818508],SAA,5.0,200,0.026321404997000003
6728,"[0.00000000e+00 1.73472348e-18 2.62810607e-16 1.00000000e+00
 0.00000000e+00]",SAA,5.0,50,0.028680000000000008
6729,"[3.12245473e-01 2.32410219e-01 2.77555756e-17 2.43644824e-01
 2.11699483e-01]",SAA,5.0,100,0.02611841797228
6730,[0.31133384 0.16940268 0.01085326 0.38043334 0.12797689],SAA,5.0,200,0.026718536730599998
6731,[0.4264631  0.20197609 0.         0.37156082 0.        ],SAA,5.0,50,0.0268831330875
6732,[4.3406202e-01 4.0939474e-16 0.0000000e+00 5.6593798e-01 6.8348105e-16],SAA,5.0,100,0.027564460608600027
6733,"[2.41592743e-01 2.04178786e-01 3.46944695e-18 3.77013157e-01
 1.77215314e-01]",SAA,5.0,200,0.026553137350069998
6734,[0. 0. 0. 1. 0.],SAA,5.0,50,0.02868
6735,"[2.62120522e-01 2.16711323e-01 2.77555756e-17 3.01462793e-01
 2.19705362e-01]",SAA,5.0,100,0.02626568783865
6736,[0.31117062 0.208638   0.         0.31290587 0.16728552],SAA,5.0,200,0.0264035330934
6737,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,50,0.026616000000000004
6738,[0.30643932 0.21094997 0.         0.30078939 0.18182131],SAA,5.0,100,0.0263422583699
6739,"[2.78732938e-01 2.35043007e-01 2.77555756e-17 2.87532526e-01
 1.98691528e-01]",SAA,5.0,200,0.02625394521037
6740,"[5.21107340e-01 1.63527884e-01 0.00000000e+00 3.15364776e-01
 1.94289029e-16]",SAA,5.0,50,0.026773312378720004
6741,[0.37490695 0.16477603 0.         0.46031702 0.        ],SAA,5.0,100,0.027144716314400002
6742,"[2.38840534e-01 0.00000000e+00 3.78386558e-17 7.61159466e-01
 0.00000000e+00]",SAA,5.0,200,0.02806617982762
6743,[0.35013416 0.23096359 0.         0.32237839 0.09652386],SAA,5.0,50,0.0265443541815
6744,"[2.20641031e-01 1.14058069e-16 0.00000000e+00 7.79358969e-01
 5.20417043e-17]",SAA,5.0,100,0.028112952550330004
6745,[0.30265347 0.19982998 0.         0.36240739 0.13510916],SAA,5.0,200,0.0266007793315
6746,"[0.00000000e+00 0.00000000e+00 2.41923733e-01 7.58076267e-01
 1.10681905e-17]",SAA,5.0,50,0.02873322322126
6747,[0.24753568 0.22799325 0.         0.34966766 0.17480341],SAA,5.0,100,0.026466081379900003
6748,[0.17082762 0.         0.         0.7324632  0.09670918],SAA,5.0,200,0.027805781706600002
6749,[0.24800113 0.23420257 0.         0.28130101 0.23649529],SAA,5.0,50,0.026165725373
6750,"[0.00000000e+00 1.57489672e-16 0.00000000e+00 1.00000000e+00
 1.45716772e-16]",SAA,5.0,100,0.028680000000000008
6751,[0.27160928 0.21008222 0.         0.33541243 0.18289607],SAA,5.0,200,0.026429946532000002
6752,"[5.17956093e-01 2.49457844e-01 3.35173004e-02 1.99068762e-01
 2.25514052e-17]",SAA,5.0,50,0.026490607911189998
6753,"[2.90303708e-01 8.15320034e-17 0.00000000e+00 7.09696292e-01
 0.00000000e+00]",SAA,5.0,100,0.02793391947044
6754,"[1.88035574e-01 0.00000000e+00 7.20743623e-03 8.04756990e-01
 1.21430643e-17]",SAA,5.0,200,0.028198334217387
6755,"[6.68180906e-01 0.00000000e+00 1.66533454e-16 3.31819094e-01
 5.11743425e-17]",SAA,5.0,50,0.026962775071580004
6756,"[2.95611340e-01 2.18403099e-01 2.77555756e-17 3.10059063e-01
 1.75926498e-01]",SAA,5.0,100,0.026370750861670005
6757,[0.29072978 0.21795465 0.         0.29762861 0.19368695],SAA,5.0,200,0.0263049302681
6758,[0.47940702 0.21714575 0.         0.30344723 0.        ],SAA,5.0,50,0.026694428206099997
6759,"[3.54889955e-01 3.05311332e-16 0.00000000e+00 6.45110045e-01
 2.19767780e-16]",SAA,5.0,100,0.027767932815650015
6760,"[3.72513809e-01 1.34265453e-01 4.68375339e-17 4.93220738e-01
 0.00000000e+00]",SAA,5.0,200,0.027256738388960002
6761,"[3.53259477e-01 0.00000000e+00 4.32596667e-17 6.46740523e-01
 0.00000000e+00]",SAA,5.0,50,0.02777212314411
6762,"[3.99258563e-01 1.43652488e-01 0.00000000e+00 4.57088948e-01
 1.38777878e-17]",SAA,5.0,100,0.02715543133105
6763,[0.17454393 0.16759223 0.         0.44963153 0.20823232],SAA,5.0,200,0.0267128319086
6764,"[3.68349952e-01 1.13606739e-01 1.21430643e-17 5.18043309e-01
 2.49800181e-16]",SAA,5.0,50,0.027339125239030006
6765,[0.09844868 0.11772452 0.50959126 0.19979789 0.07443765],SAA,5.0,100,0.0277956234602
6766,[0.28048759 0.22343656 0.         0.30285989 0.19321595],SAA,5.0,200,0.026314349968700003
6767,[0.47577033 0.         0.         0.52422967 0.        ],SAA,5.0,50,0.0274572702519
6768,[0.25096164 0.20716414 0.         0.30891    0.23296422],SAA,5.0,100,0.0262678300294
6769,[0.26738379 0.22764489 0.         0.30594155 0.19902978],SAA,5.0,200,0.0263072621682
6770,"[5.29763693e-01 9.71813446e-02 1.38777878e-17 3.73054962e-01
 2.77555756e-17]",SAA,5.0,50,0.026981288031756
6771,"[2.73417815e-01 2.31242311e-01 4.16333634e-17 2.94632091e-01
 2.00707782e-01]",SAA,5.0,100,0.026271720348600005
6772,[0.26675726 0.2283894  0.         0.28045509 0.22439825],SAA,5.0,200,0.026192130498800002
6773,"[2.56099386e-01 2.37181189e-01 4.16333634e-17 2.85289230e-01
 2.21430195e-01]",SAA,5.0,50,0.026202369974650003
6774,[0.39200132 0.12884738 0.         0.4791513  0.        ],SAA,5.0,100,0.027225456199
6775,"[7.09251249e-02 1.36446843e-16 0.00000000e+00 9.29074875e-01
 0.00000000e+00]",SAA,5.0,200,0.028497722426139002
6776,"[5.30907426e-01 1.68199238e-01 4.85722573e-17 3.00893336e-01
 0.00000000e+00]",SAA,5.0,50,0.02673191655932
6777,[0.25413958 0.23893691 0.         0.28333491 0.2235886 ],SAA,5.0,100,0.0261916015017
6778,[0.25619299 0.20252218 0.         0.3688529  0.17243192],SAA,5.0,200,0.0265428881243
6779,"[4.59802816e-01 1.71402782e-01 0.00000000e+00 3.68794402e-01
 5.55111512e-17]",SAA,5.0,50,0.02690353910934
6780,[0.25965225 0.         0.         0.74034775 0.        ],SAA,5.0,100,0.0280126937175
6781,"[3.68174566e-01 1.15087096e-01 1.33722785e-16 5.16738338e-01
 1.52655666e-16]",SAA,5.0,200,0.027334439142260008
6782,"[3.18185648e-01 1.10486019e-01 1.45956381e-01 4.25371952e-01
 2.49800181e-16]",SAA,5.0,50,0.027510986802530005
6783,"[4.34342034e-01 1.73013045e-01 1.38777878e-16 3.92644921e-01
 0.00000000e+00]",SAA,5.0,100,0.026963385706470007
6784,"[1.73472348e-16 0.00000000e+00 5.48606299e-17 1.00000000e+00
 0.00000000e+00]",SAA,5.0,200,0.028680000000000008
6785,[0.3050693  0.19334148 0.         0.32268703 0.17890219],SAA,5.0,50,0.0264200171084
6786,"[2.19277360e-01 1.99059519e-16 8.15320034e-17 7.80722640e-01
 4.16333634e-17]",SAA,5.0,100,0.028116457184800013
6787,[0.27981772 0.21757478 0.         0.33180824 0.17079926],SAA,5.0,200,0.026437287302999997
6788,[0.24886851 0.23492154 0.         0.27702557 0.23918438],SAA,5.0,50,0.026148900475500003
6789,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,100,0.026616000000000004
6790,"[2.81378927e-01 2.26332372e-01 1.38777878e-17 2.87854136e-01
 2.04434565e-01]",SAA,5.0,200,0.026251527284270004
6791,[0.44423276 0.13349231 0.         0.42227493 0.        ],SAA,5.0,50,0.0270751034911
6792,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,100,0.026616000000000004
6793,[0.27695067 0.22514986 0.         0.29968249 0.19821699],SAA,5.0,200,0.026294990595700004
6794,[0.35088184 0.         0.         0.64911816 0.        ],SAA,5.0,50,0.0277782336712
6795,"[4.05624250e-01 1.65460442e-01 8.67361738e-17 4.28915308e-01
 0.00000000e+00]",SAA,5.0,100,0.027063397943760004
6796,"[3.75717934e-01 0.00000000e+00 1.63064007e-16 6.24282066e-01
 0.00000000e+00]",SAA,5.0,200,0.027714404909620002
6797,[0.30457931 0.24174609 0.         0.29259331 0.16108128],SAA,5.0,50,0.026333506194200003
6798,[0.22586018 0.19337017 0.03979738 0.31066573 0.23030654],SAA,5.0,100,0.0264009208411
6799,[0.27844327 0.21315071 0.         0.32472635 0.18367966],SAA,5.0,200,0.026398209075600004
6800,"[4.15777803e-01 1.19149966e-01 4.14165230e-16 4.65072231e-01
 8.32667268e-17]",SAA,5.0,50,0.027198000664270017
6801,[0.24540717 0.22151726 0.         0.35832901 0.17474657],SAA,5.0,100,0.0264942794027
6802,"[2.65878022e-01 2.26196340e-01 2.77555756e-17 2.83549143e-01
 2.24376495e-01]",SAA,5.0,200,0.02620209795616
6803,"[3.30255126e-01 1.58832675e-01 1.38777878e-17 3.91742917e-01
 1.19169282e-01]",SAA,5.0,50,0.026743833174930003
6804,"[3.42891424e-01 0.00000000e+00 1.58564568e-17 6.57108576e-01
 1.02294475e-16]",SAA,5.0,100,0.027798769040320005
6805,[0.16945749 0.         0.         0.83054251 0.        ],SAA,5.0,200,0.0282444942507
6806,[0.27951654 0.22854314 0.         0.29472125 0.19721906],SAA,5.0,50,0.026281111739600002
6807,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,100,0.026616000000000004
6808,"[2.75029961e-01 2.11618329e-01 5.55111512e-17 3.23855163e-01
 1.89496548e-01]",SAA,5.0,200,0.026386122961280005
6809,"[3.78498904e-01 6.93889390e-17 1.76074433e-16 6.21501096e-01
 0.00000000e+00]",SAA,5.0,50,0.02770725781672001
6810,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,100,0.026616000000000004
6811,[0.25010804 0.21367319 0.         0.32913427 0.2070845 ],SAA,5.0,200,0.0263638961179
6812,[0.25995089 0.23829182 0.         0.26060982 0.24114746],SAA,5.0,50,0.0260998897405
6813,[0.40314922 0.         0.         0.59685078 0.        ],SAA,5.0,100,0.027643906504600003
6814,"[2.42615524e-01 1.97027620e-01 2.34187669e-17 3.28341817e-01
 2.32015039e-01]",SAA,5.0,200,0.02632872458642
6815,[0.31332939 0.21586939 0.         0.28612403 0.18467719],SAA,5.0,50,0.0262946293294
6816,"[3.37226485e-01 2.78206277e-16 0.00000000e+00 6.62773515e-01
 1.18462640e-16]",SAA,5.0,100,0.027813327933550014
6817,"[5.05357066e-01 2.07351420e-01 0.00000000e+00 2.87291515e-01
 3.19189120e-16]",SAA,5.0,200,0.026661722941660006
6818,[0.25518937 0.24704586 0.         0.24281391 0.25495086],SAA,5.0,50,0.0260196353149
6819,"[2.48464766e-01 2.25905573e-01 2.77555756e-17 3.05985528e-01
 2.19644133e-01]",SAA,5.0,100,0.026269154614570002
6820,"[2.89831361e-01 0.00000000e+00 4.87890978e-17 7.10168639e-01
 0.00000000e+00]",SAA,5.0,200,0.027935133402230004
6821,"[3.49777631e-01 9.72172294e-02 8.13693730e-17 5.53005139e-01
 5.55111512e-17]",SAA,5.0,50,0.027443727685104002
6822,[0.3192028  0.20191569 0.00868175 0.3711847  0.09901506],SAA,5.0,100,0.026715343574700002
6823,[0.31765571 0.22887485 0.         0.2778605  0.17560895],SAA,5.0,200,0.026279189107600003
6824,[0.28902245 0.07774982 0.0995668  0.53366093 0.        ],SAA,5.0,50,0.027689325124100002
6825,"[2.95428487e-01 1.85709379e-01 4.16333634e-17 5.18862134e-01
 6.93889390e-18]",SAA,5.0,100,0.027276337243280005
6826,[0.26981553 0.23586934 0.         0.29909465 0.19522048],SAA,5.0,200,0.0262896153181
6827,"[2.39110749e-01 7.54604712e-17 1.39862080e-17 7.60889251e-01
 0.00000000e+00]",SAA,5.0,50,0.028065485375070004
6828,[0.3729677  0.15154489 0.         0.47548742 0.        ],SAA,5.0,100,0.0271956125295
6829,[0.29089843 0.23288387 0.         0.28665039 0.18956731],SAA,5.0,200,0.026271231111
6830,"[3.32265794e-01 2.86430871e-01 7.09139968e-05 1.85105520e-01
 1.96126901e-01]",SAA,5.0,50,0.025949606333537517
6831,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,100,0.026616000000000004
6832,[0.20283085 0.         0.         0.79716915 0.        ],SAA,5.0,200,0.028158724715500003
6833,"[3.53761117e-16 1.76479099e-16 0.00000000e+00 1.00000000e+00
 7.63278329e-17]",SAA,5.0,50,0.028680000000000018
6834,"[4.04971806e-01 1.48835322e-01 9.71445147e-17 4.46192872e-01
 0.00000000e+00]",SAA,5.0,100,0.027122763891240007
6835,[0.28304688 0.22459388 0.         0.28968908 0.20267017],SAA,5.0,200,0.0262612132766
6836,"[3.43216049e-01 2.30976670e-01 1.38777878e-17 3.05592555e-01
 1.20214727e-01]",SAA,5.0,50,0.02645547946635
6837,"[4.10190211e-01 1.94171996e-01 0.00000000e+00 3.95637794e-01
 2.29850861e-16]",SAA,5.0,100,0.026952034360290006
6838,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,200,0.026616000000000004
6839,"[1.42330739e-01 3.66331536e-02 0.00000000e+00 8.21036107e-01
 2.77555756e-17]",SAA,5.0,50,0.028187092946306
6840,[0.42906729 0.         0.         0.57093271 0.        ],SAA,5.0,100,0.027577297064700003
6841,"[3.63726201e-01 1.28353477e-01 7.02563008e-17 5.07920322e-01
 0.00000000e+00]",SAA,5.0,200,0.027299837098240003
6842,[0.25372941 0.12295376 0.         0.47295603 0.15036079],SAA,5.0,50,0.0269246420273
6843,[0.25623337 0.21979783 0.         0.31622814 0.20774065],SAA,5.0,100,0.0263239485572
6844,[0.36560974 0.22853302 0.         0.29351738 0.11233986],SAA,5.0,200,0.0264418440188
6845,"[4.32412077e-01 2.10912843e-01 7.79389767e-02 2.78736103e-01
 3.68628739e-17]",SAA,5.0,50,0.02685397996317
6846,[0.25257632 0.22341211 0.         0.29471109 0.22930047],SAA,5.0,100,0.0262237864341
6847,[0.24831946 0.2062165  0.         0.34916606 0.19629798],SAA,5.0,200,0.026442906822799997
6848,[0.2783826  0.21636414 0.         0.27920582 0.22604745],SAA,5.0,50,0.026196559914000002
6849,[0.28093537 0.21133295 0.         0.33106197 0.17666971],SAA,5.0,100,0.026429657067599997
6850,"[2.57104973e-01 2.32919731e-01 5.55111512e-17 3.02563005e-01
 2.07412290e-01]",SAA,5.0,200,0.026277653419140002
6851,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,50,0.026616000000000004
6852,[0.27769867 0.21384999 0.         0.30256744 0.20588389],SAA,5.0,100,0.026297777161
6853,"[4.15004247e-01 1.98594144e-01 1.73472348e-17 3.86401608e-01
 0.00000000e+00]",SAA,5.0,200,0.026924317376850002
6854,"[4.79493468e-01 0.00000000e+00 0.00000000e+00 5.20506532e-01
 1.26851654e-16]",SAA,5.0,50,0.027447701787240004
6855,[0.32899032 0.17625264 0.0368131  0.45794394 0.        ],SAA,5.0,100,0.027230997098800003
6856,[0.27823049 0.22414558 0.         0.33186974 0.16575419],SAA,5.0,200,0.026441268623100003
6857,[0.14595863 0.07741523 0.46879938 0.30782675 0.        ],SAA,5.0,50,0.028139391049599997
6858,"[2.39457993e-01 2.20515428e-01 2.77555756e-17 3.32388638e-01
 2.07637941e-01]",SAA,5.0,100,0.026365033688330004
6859,"[3.51750801e-01 1.41484351e-01 0.00000000e+00 5.06764848e-01
 1.45716772e-16]",SAA,5.0,200,0.027285049743460004
6860,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,50,0.026616000000000004
6861,[0.28115715 0.21879788 0.         0.29296975 0.20707523],SAA,5.0,100,0.0262663592327
6862,"[1.67828799e-01 7.65446734e-17 5.90845607e-02 7.73086640e-01
 1.53306187e-16]",SAA,5.0,200,0.028261678581320008
6863,"[4.40251308e-01 0.00000000e+00 5.72458747e-17 5.59748692e-01
 0.00000000e+00]",SAA,5.0,50,0.027548554138440002
6864,"[3.02175885e-01 2.08166817e-16 0.00000000e+00 6.97824115e-01
 3.70797143e-16]",SAA,5.0,100,0.027903407975550017
6865,[0.2842332  0.2302933  0.         0.28584584 0.19962766],SAA,5.0,200,0.026252078455
6866,"[3.08565947e-01 1.26804790e-01 6.67868538e-17 5.64629262e-01
 0.00000000e+00]",SAA,5.0,50,0.02744697286623
6867,"[4.46097190e-01 2.77555756e-17 0.00000000e+00 5.53902810e-01
 2.69749501e-16]",SAA,5.0,100,0.027533530221700006
6868,"[3.36712611e-01 1.65157083e-01 0.00000000e+00 4.98130306e-01
 6.93889390e-18]",SAA,5.0,200,0.02724155351172
6869,[0.         0.12206239 0.         0.32328918 0.55464843],SAA,5.0,50,0.0257605255717
6870,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,100,0.026616000000000004
6871,"[2.74171724e-01 2.26771044e-01 2.77555756e-17 2.98376342e-01
 2.00680890e-01]",SAA,5.0,200,0.026285419141640003
6872,"[4.55435326e-01 2.83769707e-01 4.03571782e-02 2.20437789e-01
 1.04517089e-16]",SAA,5.0,50,0.02653372891383
6873,"[2.65069009e-01 2.16414274e-01 5.55111512e-17 3.10525186e-01
 2.07991531e-01]",SAA,5.0,100,0.02631185322659
6874,"[4.22961420e-01 1.24900090e-16 0.00000000e+00 5.77038580e-01
 7.19910243e-16]",SAA,5.0,200,0.02759298915060002
6875,[0.2687093  0.22639617 0.         0.29570915 0.20918539],SAA,5.0,50,0.0262624884209
6876,"[2.66723018e-01 4.66206934e-17 1.21929335e-01 6.11347646e-01
 4.48859699e-17]",SAA,5.0,100,0.02802134626876
6877,"[4.07929889e-01 1.38472196e-01 0.00000000e+00 4.53597914e-01
 8.32667268e-17]",SAA,5.0,200,0.027151121636470005
6878,"[0.00000000e+00 1.49186219e-16 0.00000000e+00 1.00000000e+00
 3.64291930e-17]",SAA,5.0,50,0.028680000000000004
6879,[0.2 0.2 0.2 0.2 0.2],SAA,5.0,100,0.026616000000000004
6880,[0.30669205 0.23261663 0.         0.27989756 0.18079376],SAA,5.0,200,0.0262710498054
6881,[0.28846092 0.23073883 0.         0.27568462 0.20511563],SAA,5.0,50,0.026214971360499998
6882,"[3.98977175e-01 2.19917063e-01 7.24247051e-17 3.81105762e-01
 9.36750677e-17]",SAA,5.0,100,0.026891516451640007
6883,[0.28737762 0.22088139 0.         0.30174553 0.18999546],SAA,5.0,200,0.0263200015233
6884,"[3.40300351e-01 2.01915783e-01 0.00000000e+00 4.57783866e-01
 1.87350135e-16]",SAA,5.0,50,0.027104780330920005
6885,[0.29491525 0.22886663 0.         0.29592824 0.18028988],SAA,5.0,100,0.0263165961414
6886,[0.28984279 0.22673753 0.         0.26943577 0.21398391],SAA,5.0,200,0.026185397205599998
6887,"[5.51492744e-01 2.45117746e-01 0.00000000e+00 2.03389510e-01
 4.16333634e-17]",SAA,5.0,50,0.0264121050693
6888,[0.22263654 0.18365525 0.03154253 0.40196544 0.16020024],SAA,5.0,100,0.0267565786513
6889,[0.28837592 0.2029919  0.         0.33692483 0.17170735],SAA,5.0,200,0.0264618089176
6890,"[4.19145812e-01 0.00000000e+00 0.00000000e+00 5.80854188e-01
 2.12503626e-16]",SAA,5.0,50,0.027602795263160004
6891,[0.35290948 0.21347747 0.         0.23482574 0.1987873 ],SAA,5.0,100,0.026137712678700003
6892,[0.28273297 0.23239359 0.         0.28172734 0.2031461 ],SAA,5.0,200,0.0262328130598
6893,[0.1893649  0.22843384 0.         0.36221155 0.21998971],SAA,5.0,50,0.026410713087200003
6894,[0.35286166 0.         0.         0.64713834 0.        ],SAA,5.0,100,0.027773145533800003
