,w_star,method,gamma,N,expected_return
10866,"[2.90673769e-01 2.24280024e-01 1.38777878e-16 2.79485422e-01
 2.05560785e-01]",SAA,10.0,50,0.026229693197890005
10867,[0.26413856 0.22930715 0.         0.28984782 0.21670647],SAA,10.0,100,0.0262302889753
10868,"[2.86008757e-01 2.26075303e-01 5.55111512e-17 2.84349916e-01
 2.03566024e-01]",SAA,10.0,200,0.026244429085100003
10869,[0.27296192 0.24979867 0.         0.25201038 0.22522903],SAA,10.0,50,0.026098155845699997
10870,"[2.57820380e-01 2.37213552e-01 5.55111512e-17 2.70489222e-01
 2.34476847e-01]",SAA,10.0,100,0.026139124815140004
10871,"[2.80469776e-01 2.25913996e-01 2.77555756e-17 2.91194084e-01
 2.02422144e-01]",SAA,10.0,200,0.02626437146156
10872,[0.25503521 0.2249327  0.         0.26074727 0.25928482],SAA,10.0,50,0.0260772613513
10873,[0.25253115 0.1970818  0.01144798 0.37722848 0.1617106 ],SAA,10.0,100,0.026621942240899997
10874,[0.275263   0.23481037 0.         0.26801703 0.22190959],SAA,10.0,200,0.0261591886643
10875,"[2.69562883e-01 2.29651773e-01 2.77555756e-17 2.87798530e-01
 2.12986814e-01]",SAA,10.0,50,0.02623189107538
10876,[0.26814153 0.2344743  0.         0.28435181 0.21303236],SAA,10.0,100,0.0262186048269
10877,[0.28551074 0.23627101 0.         0.2644458  0.21377246],SAA,10.0,200,0.0261644012103
10878,"[4.73844344e-01 1.17939053e-01 1.14491749e-16 4.08216603e-01
 0.00000000e+00]",SAA,10.0,50,0.027052971522010003
10879,[0.2772935  0.21024364 0.         0.31503727 0.19742559],SAA,10.0,100,0.0263493951192
10880,[0.24164328 0.22349656 0.         0.30614511 0.22871506],SAA,10.0,200,0.026254226224
10881,"[2.58916976e-01 2.36106502e-01 1.38777878e-17 2.73188070e-01
 2.31788452e-01]",SAA,10.0,50,0.026152245775739998
10882,[0.26677059 0.22442986 0.         0.28424294 0.22455661],SAA,10.0,100,0.0262051232245
10883,[0.2787654  0.23003044 0.         0.27511404 0.21609011],SAA,10.0,200,0.0261929615134
10884,[0.2 0.2 0.2 0.2 0.2],SAA,10.0,50,0.026616000000000004
10885,"[9.68249628e-02 6.59194921e-17 0.00000000e+00 9.03175037e-01
 6.33174069e-17]",SAA,10.0,100,0.028431159839868003
10886,[0.2858316  0.24235765 0.         0.25721378 0.21459698],SAA,10.0,200,0.026138745619299998
10887,"[4.33431842e-01 0.00000000e+00 8.67361738e-18 5.66568158e-01
 0.00000000e+00]",SAA,10.0,50,0.02756608016606
10888,[0.26458364 0.21353727 0.         0.31750425 0.20437484],SAA,10.0,100,0.0263393589383
10889,[0.28536266 0.23542078 0.         0.26878678 0.21042978],SAA,10.0,200,0.0261827738472
10890,[0.28250609 0.2272896  0.         0.26884587 0.22135844],SAA,10.0,50,0.026169151456700002
10891,[0.29039971 0.21978149 0.         0.29728362 0.19253518],SAA,10.0,100,0.026304622665
10892,[0.28905381 0.22872589 0.         0.28112125 0.20109905],SAA,10.0,200,0.026238507145000003
10893,[0.27083385 0.21257468 0.         0.31068514 0.20590634],SAA,10.0,50,0.026319744622700002
10894,[0.27806711 0.23135377 0.         0.29497936 0.19559976],SAA,10.0,100,0.0262823710254
10895,[0.26092622 0.2266317  0.         0.29213754 0.22030453],SAA,10.0,200,0.0262316369438
10896,[0.31576567 0.21007471 0.         0.32201173 0.15214788],SAA,10.0,50,0.0264548572376
10897,[0.26485927 0.23493971 0.         0.27302199 0.22717903],SAA,10.0,100,0.0261617652474
10898,[0.27935409 0.22072231 0.         0.29006416 0.20985944],SAA,10.0,200,0.026251786093000003
10899,[0.27484348 0.22314533 0.         0.26937756 0.23263363],SAA,10.0,50,0.0261524866263
10900,[0.27941763 0.23789088 0.         0.26774688 0.21494461],SAA,10.0,100,0.026169164592300002
10901,[0.28412618 0.2326054  0.         0.28096615 0.20230227],SAA,10.0,200,0.026232294764400005
10902,"[2.36768991e-01 2.50806201e-01 2.21177243e-17 2.74958412e-01
 2.37466396e-01]",SAA,10.0,50,0.02613260739366
10903,"[2.75639107e-01 2.33893979e-01 5.55111512e-17 2.79519611e-01
 2.10947303e-01]",SAA,10.0,100,0.02621073252438
10904,[0.28866719 0.23808628 0.         0.26896841 0.20427812],SAA,10.0,200,0.0261927143901
10905,[0.2 0.2 0.2 0.2 0.2],SAA,10.0,50,0.026616000000000004
10906,"[2.66731001e-01 2.33081627e-01 8.32667268e-17 2.80126882e-01
 2.20060490e-01]",SAA,10.0,100,0.026195435876740003
10907,[0.2328506  0.2251887  0.         0.31144952 0.23051118],SAA,10.0,200,0.026262868858999998
10908,"[2.54526919e-01 2.45590474e-01 2.77555756e-17 2.52613283e-01
 2.47269324e-01]",SAA,10.0,50,0.026060954915390004
10909,[0.27434003 0.22687783 0.         0.2783905  0.22039164],SAA,10.0,100,0.026195917672800002
10910,[0.26817835 0.21761971 0.         0.32971543 0.18448651],SAA,10.0,200,0.026405451951800003
10911,[0.27514315 0.22626788 0.         0.2983713  0.20021767],SAA,10.0,50,0.026286753045900002
10912,"[2.60221279e-01 2.43835141e-01 5.55111512e-17 2.66544319e-01
 2.29399260e-01]",SAA,10.0,100,0.026132826675020003
10913,[0.29581783 0.2284989  0.         0.27427169 0.20141158],SAA,10.0,200,0.0262205048839
10914,[0.26387284 0.23652424 0.         0.27636208 0.22324084],SAA,10.0,50,0.0261765239084
10915,[0.23864079 0.23038683 0.         0.29661303 0.23435935],SAA,10.0,100,0.0262126337946
10916,[0.28398981 0.22823954 0.         0.2828587  0.20491195],SAA,10.0,200,0.026236051209499997
10917,"[1.07546030e-01 0.00000000e+00 8.05562214e-17 8.92453970e-01
 2.42861287e-17]",SAA,10.0,50,0.028403606702900003
10918,"[3.23385942e-01 2.27694365e-01 2.77555756e-17 2.72506568e-01
 1.76413125e-01]",SAA,10.0,100,0.026264939620010003
10919,[0.24538387 0.22921059 0.         0.30323306 0.22217249],SAA,10.0,200,0.0262542267886
10920,"[2.45891699e-01 2.25079347e-01 3.46944695e-18 3.10591748e-01
 2.18437206e-01]",SAA,10.0,50,0.02628406557248
10921,[0.28510033 0.2271901  0.         0.29396328 0.19374629],SAA,10.0,100,0.0262870841999
10922,"[2.60111903e-01 2.22958712e-01 2.77555756e-17 2.95266144e-01
 2.21663242e-01]",SAA,10.0,200,0.026240361118330002
10923,[0.2 0.2 0.2 0.2 0.2],SAA,10.0,50,0.026616000000000004
10924,[0.25605723 0.2273281  0.         0.29119327 0.22542139],SAA,10.0,100,0.0262187078701
10925,"[2.72687999e-01 2.15751861e-01 1.73472348e-17 3.04073495e-01
 2.07486645e-01]",SAA,10.0,200,0.026296842982400002
10926,[0.26650371 0.22146606 0.         0.31290635 0.19912388],SAA,10.0,50,0.026330540777100002
10927,[0.27955349 0.23303488 0.         0.27040119 0.21701044],SAA,10.0,100,0.0261763695171
10928,[0.26719298 0.2271419  0.         0.28107702 0.2245881 ],SAA,10.0,200,0.0261944851984
10929,[0.27385989 0.23837771 0.         0.26266412 0.22509829],SAA,10.0,50,0.026136067410800004
10930,[0.26395617 0.21773439 0.         0.32794524 0.19036421],SAA,10.0,100,0.026389455651600002
10931,[0.27201057 0.23240825 0.         0.2765641  0.21901708],SAA,10.0,200,0.026188899347600002
10932,[0.29679239 0.20763061 0.         0.30318899 0.19238801],SAA,10.0,50,0.026331019296
10933,[0.38643256 0.13776881 0.         0.47579863 0.        ],SAA,10.0,100,0.0272088105501
10934,[0.27869433 0.23473612 0.         0.27762842 0.20894112],SAA,10.0,200,0.0262089859087
10935,"[2.80747436e-01 2.31380604e-01 2.77555756e-17 2.65759384e-01
 2.22112575e-01]",SAA,10.0,50,0.02615608177742
10936,"[2.74888643e-01 2.46207181e-01 5.55111512e-17 2.54029679e-01
 2.24874497e-01]",SAA,10.0,100,0.026107262032920003
10937,[0.2637081  0.22665842 0.         0.28561845 0.22401502],SAA,10.0,200,0.026207697588800004
10938,"[4.12278714e-01 0.00000000e+00 1.06902334e-16 5.87721286e-01
 0.00000000e+00]",SAA,10.0,50,0.027620443705020002
10939,"[2.76088890e-01 2.29942084e-01 1.38777878e-17 2.82357121e-01
 2.11611904e-01]",SAA,10.0,100,0.02622029892454
10940,"[2.99016644e-01 2.29637894e-01 2.77555756e-17 2.82595214e-01
 1.88750248e-01]",SAA,10.0,200,0.02626530761674
10941,"[2.94262386e-01 2.27444197e-01 2.77555756e-17 2.77545318e-01
 2.00748100e-01]",SAA,10.0,50,0.026231147883070002
10942,[0.26376571 0.22323398 0.         0.2947281  0.2182722 ],SAA,10.0,100,0.026245275027899997
10943,[0.29334792 0.24354681 0.         0.2569843  0.20612097],SAA,10.0,200,0.0261534440499
10944,"[4.17840684e-01 1.43667191e-01 2.07285575e-02 4.17763567e-01
 2.15105711e-16]",SAA,10.0,50,0.027112184557660002
10945,[0.32313617 0.23702668 0.         0.25066599 0.18917116],SAA,10.0,100,0.026175787243500004
10946,[0.28382088 0.22514613 0.         0.28886225 0.20217074],SAA,10.0,200,0.0262595549373
10947,[0.23260734 0.23141475 0.         0.29524585 0.24073206],SAA,10.0,50,0.026195895683699996
10948,[0.22674988 0.21646805 0.         0.32481518 0.23196689],SAA,10.0,100,0.0263022576699
10949,"[2.88089343e-01 2.10572226e-01 6.93889390e-18 3.26378223e-01
 1.74960208e-01]",SAA,10.0,200,0.026421603828270003
10950,[0.27674529 0.23114598 0.         0.26073296 0.23137577],SAA,10.0,50,0.0261254970891
10951,[0.28049622 0.24016595 0.         0.26662378 0.21271405],SAA,10.0,100,0.026168535643099997
10952,[0.3048331  0.23373402 0.         0.26195875 0.19947413],SAA,10.0,200,0.026187888298600002
10953,[0.25740535 0.22258473 0.         0.31391415 0.20609577],SAA,10.0,50,0.026318668272400002
10954,[0.27151329 0.22446421 0.         0.28630094 0.21772156],SAA,10.0,100,0.026223573016
10955,[0.28017185 0.22460344 0.         0.30346498 0.19175973],SAA,10.0,200,0.0263176656237
10956,[0.23278447 0.24893902 0.01164967 0.26248912 0.24413772],SAA,10.0,50,0.0261218687001
10957,"[3.12240939e-01 2.40990355e-01 1.38777878e-17 2.51261369e-01
 1.95507337e-01]",SAA,10.0,100,0.026161521238420003
10958,[0.26439654 0.22570683 0.         0.28302119 0.22687544],SAA,10.0,200,0.0261963587121
10959,[0.2 0.2 0.2 0.2 0.2],SAA,10.0,50,0.026616000000000004
10960,[0.26958858 0.23027171 0.         0.28101362 0.21912609],SAA,10.0,100,0.026202047110700004
10961,"[2.79083270e-01 2.35273447e-01 1.38777878e-16 2.62284683e-01
 2.23358601e-01]",SAA,10.0,200,0.026141243459190004
10962,[0.24253253 0.23126258 0.         0.29423562 0.23196927],SAA,10.0,50,0.0262103485303
10963,[0.27320822 0.23078395 0.         0.29507588 0.20093196],SAA,10.0,100,0.0262728410349
10964,[0.29142002 0.22529651 0.         0.28562375 0.19765972],SAA,10.0,200,0.0262598029189
10965,[0.25475652 0.21812992 0.         0.29736686 0.2297467 ],SAA,10.0,50,0.026234504771200002
10966,[0.26603778 0.2213742  0.         0.33340821 0.17917981],SAA,10.0,100,0.0264218052864
10967,[0.28232039 0.23298225 0.         0.27034135 0.21435601],SAA,10.0,200,0.0261813861452
10968,[0.27059308 0.22854868 0.         0.2928605  0.20799775],SAA,10.0,50,0.026255522276600003
10969,[0.24119887 0.23765483 0.         0.28245325 0.23869304],SAA,10.0,100,0.0261613376772
10970,[0.27537733 0.23411196 0.         0.28319604 0.20731466],SAA,10.0,200,0.0262269955039
10971,"[2.54061706e-01 2.17721477e-01 2.77555756e-17 3.11148851e-01
 2.17067965e-01]",SAA,10.0,50,0.026294762019209997
10972,"[2.66795310e-01 2.29234429e-01 2.77555756e-17 2.75865447e-01
 2.28104814e-01]",SAA,10.0,100,0.02617242092167
10973,"[2.52444136e-01 2.15175356e-01 5.03069808e-17 3.18871452e-01
 2.13509056e-01]",SAA,10.0,200,0.02632376933316
10974,"[9.37629474e-01 6.23705260e-02 0.00000000e+00 1.04083409e-16
 0.00000000e+00]",SAA,10.0,50,0.026053866526600005
10975,"[2.55178071e-01 2.20950083e-01 5.55111512e-17 3.02148839e-01
 2.21723008e-01]",SAA,10.0,100,0.0262597420622
10976,[0.28730565 0.22237645 0.         0.29041483 0.19990307],SAA,10.0,200,0.026270414383000002
10977,[0.27369569 0.25330519 0.         0.26722941 0.20576971],SAA,10.0,50,0.0261716693724
10978,[0.24856882 0.23328378 0.         0.28532197 0.23282543],SAA,10.0,100,0.026183968981
10979,[0.31881508 0.22990524 0.         0.26802967 0.18325001],SAA,10.0,200,0.026238249016599997
10980,[0.36075874 0.24144156 0.         0.2234494  0.1743503 ],SAA,10.0,50,0.026130471475
10981,[0.27649268 0.22297021 0.         0.29101905 0.20951805],SAA,10.0,100,0.0262528756719
10982,"[2.80542242e-01 2.26295096e-01 2.77555756e-17 2.87182645e-01
 2.05980017e-01]",SAA,10.0,200,0.026246852378440003
10983,[0.28307981 0.23286464 0.         0.27777835 0.20627719],SAA,10.0,50,0.0262161969457
10984,[0.29685459 0.20645292 0.         0.3319558  0.1647367 ],SAA,10.0,100,0.026459377208099998
10985,[0.27568412 0.22077337 0.         0.28929969 0.21424281],SAA,10.0,200,0.0262413152859
10986,"[3.03370091e-01 2.23568323e-01 3.46944695e-17 3.23699899e-01
 1.49361687e-01]",SAA,10.0,50,0.026452429193820005
10987,[0.26974426 0.21764897 0.         0.3260269  0.18657986],SAA,10.0,100,0.0263919056691
10988,"[2.64151363e-01 2.37472522e-01 5.55111512e-17 2.71418029e-01
 2.26958086e-01]",SAA,10.0,200,0.02615578995875
10989,[0.27474826 0.22867724 0.         0.27060154 0.22597296],SAA,10.0,50,0.026163508629
10990,[0.26153926 0.22952628 0.         0.27762132 0.23131314],SAA,10.0,100,0.026170478780200006
10991,"[2.93221268e-01 2.40694849e-01 2.77555756e-17 2.65648404e-01
 2.00435480e-01]",SAA,10.0,200,0.02618925058389
10992,"[2.46260452e-01 2.14634410e-01 2.77555756e-17 3.34841987e-01
 2.04263151e-01]",SAA,10.0,50,0.02638314505616
10993,[0.2908784  0.23253899 0.         0.27723467 0.19934793],SAA,10.0,100,0.0262284662449
10994,[0.28427996 0.21880475 0.         0.29679776 0.20011753],SAA,10.0,200,0.0262896191353
10995,"[3.11543124e-01 0.00000000e+00 4.21212544e-17 6.88456876e-01
 0.00000000e+00]",SAA,10.0,50,0.027879334171320005
10996,[0.26305363 0.22314698 0.         0.31010758 0.20369181],SAA,10.0,100,0.026313019005299997
10997,[0.28219028 0.23881866 0.         0.26465955 0.21433152],SAA,10.0,200,0.026161578677
10998,"[4.05421353e-01 1.82761013e-01 0.00000000e+00 4.11817634e-01
 2.77555756e-17]",SAA,10.0,50,0.02700388640768
10999,[0.22682359 0.19877941 0.         0.36250333 0.21189367],SAA,10.0,100,0.026453777306
11000,"[2.72884989e-01 2.27627145e-01 1.38777878e-17 2.83688488e-01
 2.15799377e-01]",SAA,10.0,200,0.02621772215994
11001,[0.26979348 0.22547511 0.         0.29578579 0.20894562],SAA,10.0,50,0.026263976834699998
11002,[0.28723119 0.21951405 0.         0.29728415 0.19597061],SAA,10.0,100,0.0262982343432
11003,[0.26381273 0.22963362 0.         0.29161271 0.21494094],SAA,10.0,200,0.0262379383925
11004,[0.2612043  0.22750134 0.         0.29036562 0.22092874],SAA,10.0,50,0.026225095969200002
11005,"[2.74469227e-01 2.28078923e-01 2.77555756e-17 2.74985371e-01
 2.22466480e-01]",SAA,10.0,100,0.026182081092480002
11006,"[2.61074969e-01 2.29538962e-01 2.08166817e-17 2.85461387e-01
 2.23924682e-01]",SAA,10.0,200,0.02620487606253
11007,[0.50490007 0.22111743 0.         0.2739825  0.        ],SAA,10.0,50,0.026615129338
11008,[0.27144045 0.21764465 0.         0.31761681 0.19329809],SAA,10.0,100,0.026357329703
11009,"[2.77527304e-01 2.18778634e-01 2.77555756e-17 2.87654521e-01
 2.16039542e-01]",SAA,10.0,200,0.02623541505842
11010,[0.33686341 0.19490968 0.01144747 0.30877786 0.14800158],SAA,10.0,50,0.026474435780099996
11011,[0.29027806 0.23152106 0.         0.26375118 0.2144497 ],SAA,10.0,100,0.0261655836576
11012,[0.27055547 0.22840121 0.         0.28470147 0.21634185],SAA,10.0,200,0.0262185819184
11013,"[3.97319867e-01 1.84084829e-01 5.03069808e-17 4.18595304e-01
 6.93889390e-17]",SAA,10.0,50,0.02702011358518
11014,[0.2 0.2 0.2 0.2 0.2],SAA,10.0,100,0.026616000000000004
11015,[0.26710435 0.23092086 0.         0.28938033 0.21259446],SAA,10.0,200,0.026235571366300003
11016,[0.27152086 0.2316306  0.         0.26657776 0.23027078],SAA,10.0,50,0.0261422146978
11017,"[2.58029530e-01 2.26620256e-01 9.71445147e-17 2.92742086e-01
 2.22608129e-01]",SAA,10.0,100,0.02622875526776
11018,[0.28530781 0.23142592 0.         0.28253272 0.20073355],SAA,10.0,200,0.026240410010900005
11019,"[3.09154819e-01 2.53582117e-01 5.55111512e-17 2.19867050e-01
 2.17396014e-01]",SAA,10.0,50,0.026027260106180006
11020,[0.27340239 0.23766601 0.         0.26264718 0.22628442],SAA,10.0,100,0.026134374913
11021,[0.2517792  0.22386807 0.         0.30348485 0.22086787],SAA,10.0,200,0.0262621995513
11022,"[2.74409394e-01 2.51464604e-01 2.77555756e-17 2.57512165e-01
 2.16613837e-01]",SAA,10.0,50,0.02612742341504
11023,[0.26043287 0.22213922 0.         0.29550581 0.2219221 ],SAA,10.0,100,0.026241214980700003
11024,[0.26101375 0.2069228  0.         0.3371087  0.19495475],SAA,10.0,200,0.026413876171499998
11025,"[3.06817237e-01 2.18699900e-01 5.55111512e-17 2.86286911e-01
 1.88195951e-01]",SAA,10.0,50,0.02628570923973
11026,[0.27236781 0.23393326 0.         0.2758378  0.21786114],SAA,10.0,100,0.0261878914729
11027,"[2.71237572e-01 2.29375545e-01 2.77555756e-17 2.89906911e-01
 2.09479972e-01]",SAA,10.0,200,0.02624432642481
11028,[0.2 0.2 0.2 0.2 0.2],SAA,10.0,50,0.026616000000000004
11029,[0.27753135 0.22301604 0.         0.31499035 0.18446226],SAA,10.0,100,0.026362798601700002
11030,"[2.75922961e-01 2.20433387e-01 6.93889390e-18 2.87945459e-01
 2.15698193e-01]",SAA,10.0,200,0.026235332268840002
11031,"[2.98057008e-01 2.37509759e-01 2.77555756e-17 2.57237786e-01
 2.07195447e-01]",SAA,10.0,50,0.026157455114210002
11032,[0.29177961 0.20899525 0.01153275 0.27525516 0.21243722],SAA,10.0,100,0.026251482313
11033,[0.27685669 0.23653289 0.         0.25885613 0.2277543 ],SAA,10.0,200,0.026122815115200003
11034,"[2.52832151e-01 2.21345458e-01 1.04083409e-17 3.27192233e-01
 1.98630159e-01]",SAA,10.0,50,0.02636831694585
11035,"[2.91020843e-01 2.11152194e-01 2.77555756e-17 3.17720074e-01
 1.80106888e-01]",SAA,10.0,100,0.02638889729563
11036,[0.28581886 0.21189327 0.00792785 0.30755084 0.18680919],SAA,10.0,200,0.0263712789417
11037,[0.33299394 0.23734675 0.         0.27840835 0.15125096],SAA,10.0,50,0.026319983031700002
11038,[0.26509321 0.22682113 0.         0.29558431 0.21250135],SAA,10.0,100,0.026255385054200005
11039,[0.26332768 0.22502141 0.         0.29982148 0.21182943],SAA,10.0,200,0.026269191134700002
11040,"[4.12410020e-01 2.29337354e-01 1.38777878e-17 1.98803937e-01
 1.59448689e-01]",SAA,10.0,50,0.02610678652972
11041,[0.2294762  0.21874297 0.         0.33152785 0.22025299],SAA,10.0,100,0.0263400698919
11042,[0.26973969 0.22660268 0.         0.29060776 0.21304988],SAA,10.0,200,0.0262417335239
11043,"[3.49878293e-01 1.70939859e-01 4.16333634e-17 4.79181848e-01
 0.00000000e+00]",SAA,10.0,50,0.027187651476260004
11044,[0.264304   0.23134383 0.         0.27784087 0.2265113 ],SAA,10.0,100,0.0261786747799
11045,[0.28081547 0.23569173 0.         0.27099553 0.21249726],SAA,10.0,200,0.0261842159822
11046,[0.29121872 0.22890509 0.         0.27278384 0.20709235],SAA,10.0,50,0.0262053516523
11047,[0.29458213 0.22218463 0.         0.29695965 0.18627359],SAA,10.0,100,0.0263137121048
11048,"[2.69348470e-01 2.29391848e-01 2.77555756e-17 2.96636287e-01
 2.04623396e-01]",SAA,10.0,200,0.02627097946622
11049,[0.37149498 0.26198782 0.04367253 0.19690752 0.12593714],SAA,10.0,50,0.0262590507058
11050,[0.26330744 0.22613784 0.         0.28322089 0.22733383],SAA,10.0,100,0.0261955993394
11051,[0.27723398 0.22704367 0.         0.28460785 0.2111145 ],SAA,10.0,200,0.0262296518865
11052,"[2.36371971e-01 2.31174054e-01 4.16333634e-17 2.97836668e-01
 2.34617307e-01]",SAA,10.0,50,0.02621457218565
11053,"[2.92332084e-01 2.32173575e-01 2.77555756e-17 2.85025115e-01
 1.90469226e-01]",SAA,10.0,100,0.026265952721870003
11054,[0.28941128 0.22005285 0.         0.3096368  0.18089907],SAA,10.0,200,0.0263585838059
11055,"[2.52939531e-01 2.29375785e-01 9.71445147e-17 2.79984151e-01
 2.37700533e-01]",SAA,10.0,50,0.026164359032880002
11056,[0.26432941 0.24310795 0.         0.2632615  0.22930115],SAA,10.0,100,0.026125233941600004
11057,[0.27642586 0.23030064 0.         0.29051986 0.20275365],SAA,10.0,200,0.0262580511808
11058,[0.26103575 0.20583338 0.         0.3338775  0.19925337],SAA,10.0,50,0.0263982561289
11059,[0.29223241 0.23622654 0.         0.26087472 0.21066632],SAA,10.0,100,0.0261612578857
11060,[0.27566626 0.2252958  0.         0.29674073 0.20229721],SAA,10.0,200,0.0262794238408
11061,"[3.31721060e-01 2.09743092e-01 2.08166817e-17 3.07340856e-01
 1.51194991e-01]",SAA,10.0,50,0.02641929085838
11062,[0.25088656 0.23387373 0.         0.29558512 0.21965459],SAA,10.0,100,0.0262352340427
11063,[0.28294856 0.21728003 0.         0.29580606 0.20396535],SAA,10.0,200,0.0262810164217
11064,"[2.69556902e-01 2.39610554e-01 2.77555756e-17 2.78462318e-01
 2.12370226e-01]",SAA,10.0,50,0.026200124122480004
11065,"[2.72724527e-01 2.19322326e-01 8.32667268e-17 2.83335676e-01
 2.24617471e-01]",SAA,10.0,100,0.026207270874890002
11066,[0.25218407 0.20729631 0.         0.32833569 0.21218393],SAA,10.0,200,0.026357741059400003
11067,[0.28977769 0.24128336 0.         0.28202465 0.1869143 ],SAA,10.0,50,0.026256903727500003
11068,[0.26947067 0.22189478 0.         0.29268582 0.21594874],SAA,10.0,100,0.0262457164483
11069,[0.27561    0.22535298 0.         0.28721344 0.21182358],SAA,10.0,200,0.026236501349400004
11070,"[2.81899402e-01 2.20726734e-01 5.55111512e-17 2.86463024e-01
 2.10910841e-01]",SAA,10.0,50,0.026240498014060004
11071,[0.26907696 0.23311885 0.         0.28116412 0.21664007],SAA,10.0,100,0.0262046694883
11072,[0.28115113 0.22008086 0.         0.29319626 0.20557175],SAA,10.0,200,0.0262686881367
11073,[0.46550932 0.17866893 0.         0.35582175 0.        ],SAA,10.0,50,0.026863659860500003
11074,"[2.96033124e-01 2.30543057e-01 2.25514052e-17 2.82679534e-01
 1.90744284e-01]",SAA,10.0,100,0.02626086115685
11075,[0.27331624 0.22778181 0.         0.28615175 0.21275021],SAA,10.0,200,0.0262297987243
11076,"[2.65638395e-01 2.17611225e-01 1.38777878e-17 3.05685297e-01
 2.11065083e-01]",SAA,10.0,50,0.0262924055006
11077,[0.30140104 0.22488065 0.         0.28363012 0.19008819],SAA,10.0,100,0.0262696666167
11078,[0.27379667 0.21807207 0.         0.30785287 0.20027839],SAA,10.0,200,0.0263183797202
11079,"[3.18716244e-01 1.71290252e-01 0.00000000e+00 5.09993504e-01
 1.38777878e-17]",SAA,10.0,50,0.02726652207848
11080,[0.28455327 0.22831385 0.         0.27627083 0.21086205],SAA,10.0,100,0.026207569811600006
11081,[0.26334291 0.23320994 0.         0.28452593 0.21892123],SAA,10.0,200,0.0262088249813
11082,[0.29824776 0.23543665 0.         0.26608092 0.20023467],SAA,10.0,50,0.0261954820663
11083,"[2.84268002e-01 2.40429113e-01 2.77555756e-17 2.54395125e-01
 2.20907759e-01]",SAA,10.0,100,0.02612105726857
11084,"[2.59541237e-01 2.27027072e-01 2.77555756e-17 2.99239414e-01
 2.14192277e-01]",SAA,10.0,200,0.026261329834569996
11085,[0.25526761 0.25853349 0.         0.25104556 0.23515334],SAA,10.0,50,0.026068661001999997
11086,[0.25605799 0.2299993  0.         0.27453487 0.23940785],SAA,10.0,100,0.0261464983565
11087,[0.30960474 0.2147112  0.         0.29862041 0.17706365],SAA,10.0,200,0.026342481529199997
11088,[0.25960271 0.23436851 0.         0.27205201 0.23397677],SAA,10.0,50,0.0261466668406
11089,[0.31567055 0.21764478 0.0175606  0.2732303  0.17589376],SAA,10.0,100,0.026325840425100003
11090,[0.28446131 0.19196215 0.         0.356249   0.16732755],SAA,10.0,200,0.0265298520846
11091,[0.28365478 0.23260513 0.         0.25609663 0.22764345],SAA,10.0,50,0.0261194716025
11092,[0.29208031 0.23251293 0.         0.2596446  0.21576217],SAA,10.0,100,0.026151604258
11093,"[2.69739828e-01 2.25969297e-01 1.38777878e-17 2.94642268e-01
 2.09648607e-01]",SAA,10.0,200,0.02625923644995
11094,"[2.56208736e-01 2.25487225e-01 2.77555756e-17 2.96867087e-01
 2.21436952e-01]",SAA,10.0,50,0.026242636593730002
11095,[0.28274422 0.24479534 0.         0.26549844 0.206962  ],SAA,10.0,100,0.026172578524800004
11096,"[2.82694819e-01 2.20979304e-01 2.77555756e-17 2.86872364e-01
 2.09453512e-01]",SAA,10.0,200,0.02624413529761
11097,[0.2676423  0.21974527 0.         0.30601839 0.20659403],SAA,10.0,50,0.026299969780299998
11098,[0.30104701 0.23135172 0.         0.26308032 0.20452095],SAA,10.0,100,0.026183174440899997
11099,[0.27044734 0.23202718 0.         0.27428447 0.22324101],SAA,10.0,200,0.0261752314766
11100,[0.26318894 0.23683788 0.         0.2877906  0.21218257],SAA,10.0,50,0.026226955128799998
11101,"[3.05237879e-01 2.32613438e-01 1.38777878e-17 2.62616907e-01
 1.99531776e-01]",SAA,10.0,100,0.026190477029110003
11102,"[2.66748046e-01 2.33179957e-01 1.38777878e-17 2.82792945e-01
 2.17279052e-01]",SAA,10.0,200,0.02620756733699
11103,[0.25486199 0.23026958 0.         0.28279456 0.23207387],SAA,10.0,50,0.0261816368281
11104,[0.27653751 0.22563207 0.         0.27967972 0.21815071],SAA,10.0,100,0.0262046774082
11105,[0.26782517 0.22767687 0.         0.30269896 0.201799  ],SAA,10.0,200,0.026293555074200003
11106,[0.27423274 0.22956832 0.         0.27988905 0.21630989],SAA,10.0,50,0.0262052252828
11107,"[3.21100889e-01 2.01920503e-01 4.16333634e-17 3.50517478e-01
 1.26461130e-01]",SAA,10.0,100,0.026585031484860005
11108,[0.26902316 0.23691586 0.         0.27663716 0.21742382],SAA,10.0,200,0.0261881052546
11109,[0.2 0.2 0.2 0.2 0.2],SAA,10.0,50,0.026616000000000004
11110,[0.27447171 0.22457527 0.         0.30413028 0.19682274],SAA,10.0,100,0.026309629188399998
11111,[0.27140341 0.22675466 0.         0.28231574 0.21952618],SAA,10.0,200,0.0262077864693
11112,"[2.76316086e-01 2.35066070e-01 2.77555756e-17 2.65681495e-01
 2.22936349e-01]",SAA,10.0,50,0.02615097482558
11113,[0.26087628 0.23142982 0.         0.27736879 0.23032511],SAA,10.0,100,0.02617002349
11114,"[2.63894447e-01 2.24311539e-01 1.38777878e-17 2.92152414e-01
 2.19641600e-01]",SAA,10.0,200,0.026235043030880003
11115,[0.2 0.2 0.2 0.2 0.2],SAA,10.0,50,0.026616000000000004
