,w_star,method,gamma,N,expected_return,mean_variance
3295,"[0.00000000e+00 1.86916455e-16 0.00000000e+00 1.00000000e+00
 1.18828558e-16]",SAA,20,50,28.680000000000014,2.496000000000004
3296,[0.06813474 0.00142182 0.00352629 0.90871397 0.01820317],Bagging,20,50,28.418821497875683,2.4654356986683563
3297,"[0.00000000e+00 9.02056208e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",MLE,20,50,28.680000000000003,2.496000000000001
3298,"[6.16741892e-01 8.45677695e-18 0.00000000e+00 3.83258108e-01
 5.83300769e-17]",SAA,20,100,27.094973336967424,2.3403030401729374
3299,[0.52904111 0.06004324 0.00487084 0.36668136 0.03936344],Bagging,20,100,26.93595036173487,2.3663776794641556
3300,"[7.46233848e-01 3.72965547e-17 2.27682456e-17 2.53766152e-01
 0.00000000e+00]",MLE,20,100,26.762179010007078,2.349454041900298
3301,"[3.51658673e-01 0.00000000e+00 1.04083409e-17 6.48341327e-01
 3.25260652e-17]",SAA,20,200,27.776237210101684,2.3668597544066046
3302,[0.31414294 0.00678168 0.00091465 0.61809783 0.06006289],Bagging,20,200,27.579038412192592,2.382589209098991
3303,"[4.55253833e-01 3.72965547e-17 0.00000000e+00 5.44746167e-01
 4.42354486e-17]",MLE,20,200,27.509997649223983,2.3492375044738525
3304,"[1.08546956e-01 0.00000000e+00 8.67361738e-18 8.91453044e-01
 0.00000000e+00]",SAA,20,50,28.401034322023413,2.4447116534204913
3305,[0.16318685 0.00990752 0.03656952 0.71502875 0.07530738],Bagging,20,50,27.895392831717846,2.4720539000516837
3306,"[5.23944244e-02 1.30104261e-18 3.03576608e-18 9.47605576e-01
 1.43114687e-17]",MLE,20,50,28.54534632926004,2.4699697575999577
3307,"[4.04556432e-01 0.00000000e+00 1.23599048e-16 5.95443568e-01
 0.00000000e+00]",SAA,20,100,27.64028996940531,2.356700271141878
3308,[0.38170424 0.03163494 0.00073344 0.56825193 0.01767545],Bagging,20,100,27.509868698620977,2.3650965568601845
3309,"[3.90534115e-01 0.00000000e+00 3.28730099e-16 6.09465885e-01
 0.00000000e+00]",MLE,20,100,27.676327323959217,2.3591573427487162
3310,"[4.46233954e-01 1.17744356e-16 0.00000000e+00 5.53766046e-01
 1.70436582e-16]",SAA,20,200,27.533178739399794,2.3504024741152545
3311,"[4.63042146e-01 1.16394592e-16 4.86249767e-17 5.36732665e-01
 2.25189068e-04]",Bagging,20,200,27.488968334663582,2.3483188423363766
3312,"[5.80694153e-01 3.86843335e-16 0.00000000e+00 4.19305847e-01
 1.47451495e-16]",MLE,20,200,27.187616027596253,2.3403394553309056
3313,"[9.09142236e-01 6.80011603e-16 0.00000000e+00 9.08577644e-02
 0.00000000e+00]",SAA,20,50,26.34350445456683,2.3815922573705857
3314,"[7.79624207e-01 4.44265393e-16 1.24705340e-15 2.20375793e-01
 2.21626238e-16]",Bagging,20,50,26.67636578748184,2.3541686449882917
3315,"[9.22073583e-01 2.77555756e-17 4.47558657e-16 7.79264175e-02
 0.00000000e+00]",MLE,20,50,26.310270892966695,2.38512790033087
3316,"[4.79678791e-01 0.00000000e+00 1.70436582e-16 5.20321209e-01
 0.00000000e+00]",SAA,20,100,27.447225507184427,2.3464365925954587
3317,"[4.70820655e-01 1.04798440e-16 7.19434102e-17 5.25262462e-01
 3.91688275e-03]",Bagging,20,100,27.452364943909046,2.347942402724139
3318,"[5.83397539e-01 1.63064007e-16 0.00000000e+00 4.16602461e-01
 4.26741975e-16]",MLE,20,100,27.180668324277438,2.3402976926121375
3319,"[7.83597883e-01 1.45716772e-16 0.00000000e+00 2.16402117e-01
 1.00613962e-16]",SAA,20,200,26.66615344192225,2.354794002796038
3320,"[7.52006842e-01 2.36835356e-04 5.77133014e-17 2.39620344e-01
 8.13597846e-03]",Bagging,20,200,26.709908694261802,2.352369962865138
3321,"[8.16670586e-01 1.17961196e-16 5.89805982e-17 1.83329414e-01
 2.77555756e-17]",MLE,20,200,26.581156593475395,2.3605293469441353
3322,[0.83691668 0.         0.         0.16308332 0.        ],SAA,20,50,26.529124139636654,2.3645077703325468
3323,"[7.16468306e-01 2.24984961e-16 2.09529124e-05 2.83510741e-01
 1.27384268e-16]",Bagging,20,50,26.83868106194012,2.346094767954853
3324,"[1.00000000e+00 0.00000000e+00 2.98372438e-16 0.00000000e+00
 0.00000000e+00]",MLE,20,50,26.110000000000014,2.4095000000000035
3325,"[7.06145796e-01 2.53269627e-16 5.20417043e-17 2.93854204e-01
 0.00000000e+00]",SAA,20,100,26.86520530536749,2.3450691952343323
3326,"[7.05119846e-01 2.04404878e-03 6.00420321e-17 2.92233434e-01
 6.02671259e-04]",Bagging,20,100,26.85803712475127,2.3455935669950954
3327,"[7.12800737e-01 0.00000000e+00 9.71445147e-17 2.87199263e-01
 0.00000000e+00]",MLE,20,100,26.848102106197366,2.3457007747767005
3328,"[4.51907711e-01 0.00000000e+00 9.58434720e-17 5.48092289e-01
 7.41594286e-17]",SAA,20,200,27.518597181944752,2.349661454916471
3329,"[4.24290297e-01 4.56802490e-04 4.67860558e-17 5.71573977e-01
 3.67892355e-03]",Bagging,20,200,27.571433676631,2.3539999560004428
3330,"[5.46613584e-01 4.82253126e-16 0.00000000e+00 4.53386416e-01
 5.72458747e-17]",MLE,20,200,27.275203088990814,2.3414087587320522
3331,"[1.00000000e+00 1.45716772e-16 6.93889390e-18 0.00000000e+00
 0.00000000e+00]",SAA,20,50,26.11000000000001,2.409500000000002
3332,[0.89160961 0.01189202 0.00303482 0.08990974 0.00355381],Bagging,20,50,26.331973527221013,2.3871885788222484
3333,"[1.00000000e+00 2.22044605e-16 0.00000000e+00 1.94289029e-16
 0.00000000e+00]",MLE,20,50,26.110000000000007,2.409500000000001
3334,"[7.51751543e-01 8.32667268e-17 0.00000000e+00 2.48248457e-01
 0.00000000e+00]",SAA,20,100,26.747998533230337,2.350166529056409
3335,"[6.84387102e-01 5.65309129e-03 5.95519131e-17 2.50783081e-01
 5.91767257e-02]",Bagging,20,100,26.635213654442154,2.3595371217902548
3336,"[7.61443096e-01 0.00000000e+00 9.71445147e-17 2.38556904e-01
 0.00000000e+00]",MLE,20,100,26.72309124264715,2.351481801459601
3337,"[9.15560665e-01 0.00000000e+00 0.00000000e+00 8.44393353e-02
 7.80625564e-17]",SAA,20,200,26.327009091617356,2.3833290609123527
3338,"[8.23068659e-01 2.63929156e-02 7.43109035e-17 1.29484708e-01
 2.10537179e-02]",Bagging,20,200,26.378388399793373,2.376663892255788
3339,"[8.93893123e-01 0.00000000e+00 3.46944695e-16 1.06106877e-01
 0.00000000e+00]",MLE,20,200,26.382694673118493,2.3776089710230615
3340,"[5.86238960e-01 0.00000000e+00 6.07153217e-17 4.13761040e-01
 2.25514052e-17]",SAA,20,50,27.173365873192957,2.3402606194718842
3341,"[5.88882008e-01 1.83732695e-16 2.70221128e-16 4.10166710e-01
 9.51281690e-04]",Bagging,20,50,27.162292472254048,2.3404115712885916
3342,"[4.48331785e-01 2.56630654e-16 2.31043483e-16 5.51668215e-01
 3.26453274e-16]",MLE,20,50,27.52778731247892,2.3501252393169487
3343,"[0.00000000e+00 2.55458623e-16 0.00000000e+00 6.65281353e-01
 3.34718647e-01]",SAA,20,100,27.17376609053897,2.5193828980660316
3344,"[1.56120866e-02 6.98210680e-04 1.93055220e-16 6.36528506e-01
 3.47161196e-01]",Bagging,20,100,27.07522876299558,2.5161483785007044
3345,"[0.00000000e+00 1.01424449e-15 0.00000000e+00 6.76931209e-01
 3.23068791e-01]",MLE,20,100,27.226190442394877,2.5171426140030864
3346,"[4.94831085e-01 0.00000000e+00 1.21430643e-17 5.05168915e-01
 2.86229374e-17]",SAA,20,200,27.408284112232685,2.3449586799280926
3347,"[4.73841808e-01 9.45203727e-17 5.60364566e-17 5.10591436e-01
 1.55667557e-02]",Bagging,20,200,27.392176152527686,2.349331990716594
3348,"[5.68718631e-01 0.00000000e+00 1.04083409e-17 4.31281369e-01
 0.00000000e+00]",MLE,20,200,27.218393117914665,2.34060057277088
3349,"[8.41032985e-03 0.00000000e+00 0.00000000e+00 9.91589670e-01
 4.16333634e-17]",SAA,20,50,28.658385452283788,2.4916614613122485
3350,[0.12958515 0.01135602 0.00185242 0.82960689 0.02759952],Bagging,20,50,28.18377047179426,2.436768032280897
3351,"[0.00000000e+00 3.72965547e-16 0.00000000e+00 1.00000000e+00
 2.94902991e-17]",MLE,20,50,28.68000000000001,2.496000000000002
3352,"[3.63732042e-01 1.77375475e-16 0.00000000e+00 5.65837084e-01
 7.04308735e-02]",SAA,20,100,27.428269719964334,2.3728500827499115
3353,"[2.83948474e-01 5.77292469e-02 6.04676098e-05 5.10000455e-01
 1.48261356e-01]",Bagging,20,100,27.08276913412031,2.4054000573489036
3354,"[3.78907537e-01 3.37339342e-17 5.71899705e-17 4.76210574e-01
 1.44881889e-01]",MLE,20,100,27.0542391292738,2.3838580599563386
3355,"[4.94637208e-01 2.49800181e-16 0.00000000e+00 5.05362792e-01
 1.17961196e-16]",SAA,20,200,27.40878237591151,2.3449763344046914
3356,"[4.91238681e-01 1.48674283e-04 9.85447618e-17 5.08612645e-01
 5.78137256e-17]",Bagging,20,200,27.417000689599444,2.34530505395884
3357,"[5.86993447e-01 0.00000000e+00 8.32667268e-17 4.13006553e-01
 1.28369537e-16]",MLE,20,200,27.171426841844504,2.340251950139726
3358,"[4.99600361e-16 0.00000000e+00 2.77555756e-16 1.00000000e+00
 0.00000000e+00]",SAA,20,50,28.680000000000014,2.496000000000004
3359,"[1.41163366e-01 5.57165725e-03 1.40837937e-16 8.44044265e-01
 9.22071221e-03]",Bagging,20,50,28.25638329419705,2.4306540082007486
3360,"[1.93732228e-01 0.00000000e+00 4.16333634e-16 8.06267772e-01
 0.00000000e+00]",MLE,20,50,28.182108174857984,2.41160753994576
3361,"[7.67806041e-01 0.00000000e+00 1.39862080e-16 2.32193959e-01
 0.00000000e+00]",SAA,20,100,26.706738474175957,2.352389570212302
3362,"[6.82532668e-01 1.99456210e-02 2.26721933e-05 2.53888925e-01
 4.36101142e-02]",Bagging,20,100,26.660439212613447,2.358832100193167
3363,"[8.91502063e-01 0.00000000e+00 2.04697370e-16 1.08497937e-01
 0.00000000e+00]",MLE,20,100,26.388839699099435,2.377002655140611
3364,"[6.66198516e-01 3.59087760e-16 4.25007252e-17 3.33801484e-01
 0.00000000e+00]",SAA,20,200,26.967869813459764,2.342084131305411
3365,"[6.56950259e-01 4.69228305e-04 3.55135578e-03 3.37438061e-01
 1.59109564e-03]",Bagging,20,200,26.98363097993436,2.346943065034414
3366,"[6.59906817e-01 6.59194921e-17 3.12250226e-17 3.40093183e-01
 4.85722573e-17]",MLE,20,200,26.984039480353474,2.34173995265191
3367,"[2.49048771e-01 0.00000000e+00 8.67361738e-19 7.50951229e-01
 6.89552582e-17]",SAA,20,50,28.039944657313818,2.3934761140374774
3368,[0.27962691 0.04773205 0.00531951 0.63053283 0.03678869],Bagging,20,50,27.63134980480994,2.393856214225933
3369,"[4.86732523e-01 0.00000000e+00 1.14491749e-16 5.13267477e-01
 0.00000000e+00]",MLE,20,50,27.429097415943335,2.3457238559971314
3370,"[6.13905772e-01 0.00000000e+00 0.00000000e+00 3.86094228e-01
 9.57350518e-17]",SAA,20,100,27.102262166152936,2.3402651200005877
3371,[0.5200773  0.08226581 0.01473252 0.36926545 0.01365891],Bagging,20,100,26.999715011419777,2.379384234573669
3372,"[5.94211946e-01 0.00000000e+00 1.14996389e-02 3.94288415e-01
 1.23599048e-17]",MLE,20,100,27.15540521975283,2.355909796004399
3373,"[9.45988124e-01 0.00000000e+00 0.00000000e+00 5.40118759e-02
 7.63278329e-17]",SAA,20,200,26.248810520970085,2.3920480684371443
3374,"[8.69819905e-01 2.44360329e-02 3.31440985e-17 1.05193461e-01
 5.50601011e-04]",Bagging,20,200,26.357292104743692,2.380381786467246
3375,"[9.66778436e-01 9.48676901e-17 0.00000000e+00 3.32215645e-02
 0.00000000e+00]",MLE,20,200,26.19537942070293,2.398466618035034
3376,[0.24232703 0.         0.         0.75767297 0.        ],SAA,20,50,28.05721953182103,2.395537902424914
3377,"[3.50920147e-01 4.31307589e-03 3.29999034e-05 6.34370768e-01
 1.03630096e-02]",Bagging,20,50,27.716542566248897,2.368071083643167
3378,"[3.45394475e-01 0.00000000e+00 1.90819582e-16 6.54605525e-01
 0.00000000e+00]",MLE,20,50,27.79233620013641,2.368223319988622
3379,"[6.92917540e-01 1.17961196e-16 7.19910243e-17 3.07082460e-01
 0.00000000e+00]",SAA,20,100,26.8992019225037,2.343927670525249
3380,[0.62083957 0.01630711 0.04265079 0.31666714 0.0035354 ],Bagging,20,100,27.02133053929559,2.4099219061333543
3381,"[6.62496564e-01 2.37657116e-16 1.99493200e-17 3.37503436e-01
 0.00000000e+00]",MLE,20,100,26.977383829739658,2.3418774699544764
3382,"[4.78123167e-01 6.76542156e-17 0.00000000e+00 5.21876833e-01
 0.00000000e+00]",SAA,20,200,27.451223461762325,2.3465995780845477
3383,"[4.68431848e-01 6.34109193e-17 3.53739932e-17 5.30727911e-01
 8.40240752e-04]",Bagging,20,200,27.47234906629219,2.3477782600775656
3384,"[4.60352441e-01 1.16226473e-16 0.00000000e+00 5.39647559e-01
 0.00000000e+00]",MLE,20,200,27.496894226720606,2.3486101590864683
3385,"[3.91975104e-01 2.85253592e-16 0.00000000e+00 3.19810402e-01
 2.88214494e-01]",SAA,20,50,26.37565875880873,2.4209481154719787
3386,[0.35160714 0.00977579 0.00070142 0.36615074 0.27176491],Bagging,20,50,26.519659869898497,2.4220319046629664
3387,[0.31072909 0.         0.         0.35127799 0.33799292],MLE,20,50,26.360458082670128,2.444104646568162
3388,"[6.52100169e-01 6.93889390e-18 4.16333634e-17 3.47899831e-01
 0.00000000e+00]",SAA,20,100,27.00410256542302,2.3413605571763023
3389,"[6.19299492e-01 1.29384399e-16 1.11111519e-04 3.73081053e-01
 7.50834314e-03]",Bagging,20,100,27.05463720635729,2.3420210075737495
3390,"[7.41419557e-01 9.02056208e-17 0.00000000e+00 2.58580443e-01
 0.00000000e+00]",MLE,20,100,26.77455173799057,2.348853921627675
3391,"[7.11714693e-01 4.94396191e-17 0.00000000e+00 2.88285307e-01
 0.00000000e+00]",SAA,20,200,26.85089323927076,2.345595086208413
3392,"[6.74984617e-01 1.94980391e-02 2.55272204e-17 2.89288076e-01
 1.62292674e-02]",Bagging,20,200,26.804599634387138,2.3508391160435815
3393,"[7.27852770e-01 2.87964097e-16 0.00000000e+00 2.72147230e-01
 1.45716772e-16]",MLE,20,200,26.809418381618638,2.347270746489596
3394,"[1.00000000e+00 0.00000000e+00 1.73472348e-16 5.55111512e-17
 0.00000000e+00]",SAA,20,50,26.110000000000014,2.4095000000000044
3395,"[9.51085744e-01 4.05688666e-16 1.70371750e-03 4.26135944e-02
 4.59694453e-03]",Bagging,20,50,26.215398206537248,2.39786977897396
3396,"[1.00000000e+00 3.46944695e-16 0.00000000e+00 5.55111512e-17
 4.16333634e-17]",MLE,20,50,26.109999999999996,2.409499999999999
3397,"[6.77577470e-01 1.05384451e-16 9.97465999e-18 3.22422530e-01
 1.86482774e-17]",SAA,20,100,26.938625901796716,2.3427936660026827
3398,"[6.17832164e-01 3.01827733e-02 9.16471782e-05 3.43651505e-01
 8.24191126e-03]",Bagging,20,100,26.950368677967273,2.3479177101619397
3399,"[5.93654684e-01 0.00000000e+00 0.00000000e+00 4.06345316e-01
 3.29597460e-17]",MLE,20,100,27.154307463358315,2.3401967993652146
3400,"[7.24123119e-01 0.00000000e+00 2.42861287e-17 2.75876881e-01
 5.89805982e-17]",SAA,20,200,26.81900358365047,2.346863447907883
3401,"[7.12231986e-01 8.07730619e-17 3.99243897e-17 2.84810954e-01
 2.95706029e-03]",Bagging,20,200,26.83625702506039,2.3463562038661383
3402,"[7.37853567e-01 0.00000000e+00 1.90819582e-16 2.62146433e-01
 0.00000000e+00]",MLE,20,200,26.78371633402564,2.3484223466698815
3403,"[1.00000000e+00 1.52655666e-16 4.85722573e-17 7.63278329e-17
 6.93889390e-17]",SAA,20,50,26.11,2.4095000000000004
3404,"[8.18630555e-01 3.55971438e-02 4.03428645e-02 1.05429437e-01
 1.40586613e-16]",Bagging,20,50,26.461472815895977,2.440895347744488
3405,"[9.37720248e-01 0.00000000e+00 6.22797519e-02 2.07733136e-16
 0.00000000e+00]",MLE,20,50,26.28376050772244,2.503210590527672
3406,"[4.43587059e-01 2.41716407e-01 1.45418616e-17 3.14696535e-01
 1.18584613e-17]",SAA,20,100,26.701225327845332,2.387878579712795
3407,[0.45882839 0.15990744 0.01179229 0.29372165 0.07575023],Bagging,20,100,26.607650490337452,2.4094383915539015
3408,"[4.51362382e-01 2.74183909e-01 1.77809156e-17 2.74453708e-01
 2.71050543e-17]",MLE,20,100,26.568580512321326,2.3965407346781564
3409,"[5.73777045e-01 2.44596010e-16 0.00000000e+00 4.26222955e-01
 0.00000000e+00]",SAA,20,200,27.205392993669467,2.3404751272772617
3410,"[5.74050063e-01 9.45088192e-17 4.83798114e-17 4.25949937e-01
 5.66327584e-17]",Bagging,20,200,27.2046913377948,2.3404689868704525
3411,"[6.71895403e-01 3.19189120e-16 0.00000000e+00 3.28104597e-01
 2.25514052e-16]",MLE,20,200,26.953228815187046,2.3424253444236394
3412,"[1.80600362e-01 1.18828558e-16 5.82895195e-02 7.61110118e-01
 6.59194921e-17]",SAA,20,50,28.228680763690598,2.4893842552669705
3413,[0.23870323 0.00112209 0.07978217 0.66522126 0.01517125],Bagging,20,50,28.01192048950575,2.509720851433914
3414,"[7.39526502e-02 1.53794078e-16 1.18257010e-01 8.07790340e-01
 0.00000000e+00]",MLE,20,50,28.515958231058192,2.6277727530615875
3415,"[1.00000000e+00 1.66533454e-16 0.00000000e+00 1.66533454e-16
 1.38777878e-16]",SAA,20,100,26.11,2.4094999999999995
3416,"[9.87865847e-01 3.94009906e-03 2.08847633e-03 5.48647460e-03
 6.19103324e-04]",Bagging,20,100,26.125186130127084,2.4106066783286475
3417,"[1.00000000e+00 3.46944695e-17 3.05311332e-16 2.77555756e-17
 0.00000000e+00]",MLE,20,100,26.110000000000007,2.4095000000000026
3418,"[8.28198150e-01 6.41847686e-17 6.78710560e-17 1.71801850e-01
 3.46944695e-17]",SAA,20,200,26.551530755129257,2.362751033088852
3419,"[7.60520003e-01 4.75748195e-02 2.69173730e-17 1.68730560e-01
 2.31746184e-02]",Bagging,20,200,26.456093186897878,2.3718462103270106
3420,"[9.61076121e-01 0.00000000e+00 1.06685494e-16 3.89238791e-02
 0.00000000e+00]",MLE,20,200,26.210034369386104,2.396668900481486
3421,"[4.34024571e-01 9.83154530e-16 0.00000000e+00 5.65975429e-01
 0.00000000e+00]",SAA,20,50,27.564556852095755,2.3520916184655736
3422,[0.39111781 0.05100821 0.00094742 0.55141935 0.00550721],Bagging,20,50,27.47325473558064,2.363494765045977
3423,"[7.11842636e-01 0.00000000e+00 0.00000000e+00 2.88157364e-01
 2.22044605e-16]",MLE,20,50,26.850564424364784,2.345607483979151
3424,"[3.90953107e-01 7.95804395e-17 3.77302356e-17 6.09046893e-01
 2.42861287e-17]",SAA,20,100,27.67525051540866,2.3590814566425546
3425,"[3.52973685e-01 7.92728663e-17 5.62160693e-05 6.22318981e-01
 2.46511171e-02]",Bagging,20,100,27.66193996892048,2.3690891483419128
3426,"[3.28287464e-01 1.97758476e-16 0.00000000e+00 6.71712536e-01
 0.00000000e+00]",MLE,20,100,27.836301217412654,2.372120223797641
3427,"[3.07599670e-01 3.58261202e-01 7.11236625e-17 3.34139128e-01
 4.94396191e-17]",SAA,20,200,26.646302478675352,2.4164310250026775
3428,[0.34155879 0.24357585 0.00218671 0.32022945 0.09244921],Bagging,20,200,26.541445380355942,2.4200156899554557
3429,"[2.57665763e-01 3.47155021e-01 0.00000000e+00 3.95179216e-01
 2.18466738e-17]",MLE,20,200,26.81317106654066,2.416327214441891
3430,"[8.88766622e-17 1.32270836e-01 0.00000000e+00 6.90709725e-01
 1.77019439e-01]",SAA,20,50,27.424432723782736,2.4901187058782455
3431,[0.04610412 0.23223865 0.01001985 0.57817031 0.13346707],Bagging,20,50,27.15724684592011,2.4854459622085106
3432,"[8.86342272e-17 3.30492149e-02 0.00000000e+00 4.63156448e-01
 5.03794337e-01]",MLE,20,50,26.298244709102583,2.567354789042735
3433,"[1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.24500451e-17]",SAA,20,100,26.11,2.4095000000000004
3434,"[9.00342504e-01 8.04707869e-03 4.87488612e-05 8.41523690e-02
 7.40929936e-03]",Bagging,20,100,26.304865279165828,2.3846574389367414
3435,"[1.00000000e+00 0.00000000e+00 7.63075042e-17 1.91171948e-16
 6.01732206e-18]",MLE,20,100,26.110000000000017,2.409500000000003
3436,"[9.09452192e-01 1.52655666e-16 7.63278329e-17 9.05478082e-02
 0.00000000e+00]",SAA,20,200,26.342707867000836,2.3816753105780655
3437,"[8.74664124e-01 6.16159549e-17 6.59725207e-04 1.24676151e-01
 8.33220212e-17]",Bagging,20,200,26.432258340664138,2.373881166640227
3438,"[8.56284524e-01 0.00000000e+00 6.93889390e-18 1.43715476e-01
 2.60208521e-16]",MLE,20,200,26.479348774022156,2.3686458292774812
3439,[0.25925575 0.         0.         0.13203506 0.60870918],SAA,20,50,25.27452139559243,2.561802885659608
3440,[0.27926348 0.01546271 0.0231664  0.23327766 0.44882974],Bagging,20,50,25.89400000924673,2.5355780822684904
3441,"[1.45171091e-01 0.00000000e+00 1.11455983e-16 2.23615110e-01
 6.31213800e-01]",MLE,20,50,25.466448198143667,2.5828547919331424
3442,"[7.15979424e-01 4.30211422e-16 1.73472348e-16 2.84020576e-01
 0.00000000e+00]",SAA,20,100,26.839932879193626,2.346015979187129
3443,"[6.82011080e-01 1.22297001e-03 8.26725502e-17 2.89480630e-01
 2.72853199e-02]",Bagging,20,100,26.800203878761863,2.3498559618203165
3444,"[7.55537685e-01 0.00000000e+00 5.79397641e-16 2.44462315e-01
 0.00000000e+00]",MLE,20,100,26.738268149423316,2.3506706774152404
3445,"[8.42101041e-01 0.00000000e+00 0.00000000e+00 1.57898959e-01
 3.46944695e-17]",SAA,20,200,26.51580032375621,2.3655836019604886
3446,"[8.02272513e-01 7.67251930e-17 5.75892957e-17 1.97727487e-01
 1.06830777e-16]",Bagging,20,200,26.618159642635053,2.357916062580173
3447,"[7.61452656e-01 0.00000000e+00 0.00000000e+00 2.38547344e-01
 1.17961196e-16]",MLE,20,200,26.723066675279476,2.351483138936353
3448,"[8.35560340e-01 1.80411242e-16 4.16333634e-17 1.64439660e-01
 0.00000000e+00]",SAA,20,50,26.532609925080425,2.364230151870049
3449,"[7.42395729e-01 3.25578487e-03 2.44419877e-03 2.51904288e-01
 1.44711876e-16]",Bagging,20,50,26.761283127340157,2.353337903593956
3450,"[8.25444900e-01 0.00000000e+00 4.16333634e-17 1.74555100e-01
 1.45716772e-16]",MLE,20,50,26.558606607041533,2.362209943958136
3451,[0.42848105 0.         0.         0.42219152 0.14932743],SAA,20,100,26.9068302719632,2.379458037225622
3452,[0.36002461 0.07743216 0.00356997 0.40806675 0.15090651],Bagging,20,100,26.807753228878752,2.4036909967853886
3453,"[4.37395920e-01 2.41777084e-16 0.00000000e+00 2.92322298e-01
 2.70281782e-01]",MLE,20,100,26.33962446560388,2.413072617175138
3454,"[4.98900569e-01 5.51588715e-02 0.00000000e+00 4.45940560e-01
 5.58635169e-17]",SAA,20,200,27.206424254064526,2.351182772979527
3455,"[4.19423003e-01 1.13182545e-01 1.66170808e-17 4.26073200e-01
 4.13212517e-02]",Bagging,20,200,27.023393816495304,2.3730022083637126
3456,"[2.57597596e-01 2.99114130e-01 0.00000000e+00 4.43288274e-01
 4.36391374e-17]",MLE,20,200,26.98004814686596,2.4074399290170083
3457,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00000000e+00
 7.02563008e-16]",SAA,20,50,28.680000000000007,2.496000000000002
3458,"[6.53788053e-02 1.86447537e-16 1.22949444e-03 9.33391700e-01
 1.49045441e-16]",Bagging,20,50,28.51224695921287,2.4650395994030023
3459,"[0.00000000e+00 9.71445147e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",MLE,20,50,28.68000000000002,2.4960000000000053
3460,"[9.85875263e-01 0.00000000e+00 3.42607887e-17 1.41247365e-02
 1.93421668e-16]",SAA,20,100,26.14630057290285,2.404692165832482
3461,"[8.65094067e-01 1.02038470e-02 5.77652220e-04 1.23254363e-01
 8.70070789e-04]",Bagging,20,100,26.417512664232298,2.3752466129913827
3462,"[8.61315800e-01 0.00000000e+00 7.52436308e-17 1.38684200e-01
 0.00000000e+00]",MLE,20,100,26.466418393602698,2.3697739468087335
3463,"[7.70832254e-01 0.00000000e+00 5.89805982e-17 2.29167746e-01
 6.24500451e-17]",SAA,20,200,26.69896110708512,2.3528336075830794
3464,"[7.31808736e-01 1.10662889e-16 9.56564472e-17 2.67922921e-01
 2.68343183e-04]",Bagging,20,200,26.798044004269403,2.3477823490361778
3465,"[8.04621153e-01 6.24500451e-17 0.00000000e+00 1.95378847e-01
 1.35308431e-16]",MLE,20,200,26.61212363598244,2.3583300926094513
3466,"[2.35922393e-16 6.93889390e-18 0.00000000e+00 1.00000000e+00
 1.38777878e-17]",SAA,20,50,28.68,2.496
3467,[0.0586775  0.05053029 0.00106502 0.87741462 0.01231256],Bagging,20,50,28.298686490215697,2.459785161919448
3468,"[4.05925886e-03 1.19531225e-01 0.00000000e+00 8.76409516e-01
 1.58293517e-17]",MLE,20,50,28.254794352398704,2.472958731207579
3469,"[1.00000000e+00 0.00000000e+00 9.71445147e-17 6.24500451e-17
 0.00000000e+00]",SAA,20,100,26.110000000000007,2.4095000000000013
3470,[0.83570005 0.01187247 0.00164393 0.10160166 0.04918188],Bagging,20,100,26.270096588966023,2.386276756921808
3471,"[9.51920611e-01 2.11636264e-16 0.00000000e+00 4.80793891e-02
 1.43982049e-16]",MLE,20,100,26.23356403005271,2.3938414264442045
3472,"[7.65899788e-01 0.00000000e+00 3.64291930e-17 2.34100212e-01
 0.00000000e+00]",SAA,20,200,26.711637543688663,2.3521139363153134
3473,"[7.33868108e-01 1.13566288e-02 3.94661301e-17 2.44970814e-01
 9.80444897e-03]",Bagging,20,200,26.710431440021,2.353384836382257
3474,"[7.91991447e-01 1.01264483e-16 0.00000000e+00 2.08008553e-01
 1.09504419e-17]",MLE,20,200,26.644581981968575,2.3561598890028543
3475,"[6.68321394e-01 0.00000000e+00 0.00000000e+00 3.31678606e-01
 1.38777878e-17]",SAA,20,50,26.962414017167223,2.3422079951214485
3476,[0.58389877 0.01208539 0.00364582 0.38456931 0.01580071],Bagging,20,50,27.0671427587247,2.3503519517725575
3477,"[9.89258487e-01 8.32667268e-17 3.46944695e-17 1.07415125e-02
 0.00000000e+00]",MLE,20,50,26.137605687198903,2.405828025488365
3478,"[9.13842800e-01 0.00000000e+00 6.93889390e-18 8.61571996e-02
 0.00000000e+00]",SAA,20,100,26.3314240029343,2.382860716640172
3479,"[8.06214401e-01 1.80386597e-04 1.73667451e-03 1.56149976e-01
 3.57185619e-02]",Bagging,20,100,26.447051587136997,2.3717689262242088
3480,"[8.28366850e-01 5.55111512e-17 8.32667268e-17 1.71633150e-01
 0.00000000e+00]",MLE,20,100,26.5510971964818,2.3627844006808854
3481,"[0.00000000e+00 5.04048273e-17 6.33859170e-18 9.62006335e-01
 3.79936649e-02]",SAA,20,200,28.509028507835943,2.494381454638976
3482,"[3.09757228e-02 5.52750118e-04 1.22092951e-02 8.99587070e-01
 5.66751618e-02]",Bagging,20,200,28.346122166636142,2.4917164918937527
