,w_star,method,gamma,N,expected_return,mean_variance
737,"[1.85712138e-01 2.25514052e-17 0.00000000e+00 8.14287862e-01
 3.69496100e-16]",MLE,20,200,28.20271980581281,2.414456280595816
738,"[3.59517068e-01 0.00000000e+00 7.80625564e-18 6.40482932e-01
 0.00000000e+00]",SAA,20,50,27.756041135307374,2.365197225284833
739,[0.38965974 0.01925279 0.02166614 0.53925765 0.03016368],Bagging,20,50,27.480797293423883,2.3928015305797006
740,"[2.97039997e-01 0.00000000e+00 3.46944695e-18 7.02960003e-01
 6.67868538e-17]",MLE,20,50,27.916607207637053,2.379892506552146
741,"[6.76520629e-01 2.81025203e-16 3.46944695e-17 3.23479371e-01
 4.85722573e-17]",SAA,20,100,26.94134198419097,2.342723043129167
742,"[6.69991149e-01 1.82509907e-03 4.12842503e-17 3.26971335e-01
 1.21241731e-03]",Bagging,20,100,26.94633377544611,2.3429616153125488
743,[0.69942173 0.         0.         0.30057827 0.        ],MLE,20,100,26.882486162892477,2.3444700084829417
744,"[9.31700800e-01 4.80518403e-16 0.00000000e+00 6.82992001e-02
 0.00000000e+00]",SAA,20,200,26.285528944354642,2.3878541772123856
745,"[8.60910829e-01 5.23131314e-03 4.59695592e-04 1.33398163e-01
 6.20360154e-17]",Bagging,20,200,26.449407647021737,2.372130031580904
746,"[9.29950835e-01 2.38524478e-17 0.00000000e+00 7.00491645e-02
 2.45029691e-17]",MLE,20,200,26.290026352832715,2.387352645891834
747,"[7.38766677e-01 0.00000000e+00 1.11022302e-16 2.61233323e-01
 0.00000000e+00]",SAA,20,50,26.781369639704835,2.348531807236217
748,[0.60445402 0.00478895 0.0073747  0.28073221 0.10265011],Bagging,20,50,26.649632403186672,2.3765045529467685
749,"[6.60971748e-01 0.00000000e+00 2.22044605e-16 3.39028252e-01
 0.00000000e+00]",MLE,20,50,26.98130260668957,2.3417957980998256
750,"[8.03301236e-01 3.98986399e-17 2.94902991e-17 1.96698764e-01
 0.00000000e+00]",SAA,20,100,26.615515824121985,2.3580968230576986
751,"[6.82247467e-01 9.59250520e-04 5.28349197e-17 2.37572799e-01
 7.92204843e-02]",Bagging,20,100,26.566803232321888,2.3637220359614144
752,"[6.67045935e-01 0.00000000e+00 2.33753988e-16 3.32954065e-01
 0.00000000e+00]",MLE,20,100,26.965691947221984,2.342133107743822
753,"[6.08568548e-01 0.00000000e+00 9.02056208e-17 3.91431452e-01
 8.32667268e-17]",SAA,20,200,27.115978832276234,2.3402126477193606
754,"[5.93055142e-01 1.07342825e-16 3.78302363e-17 4.04167531e-01
 2.77732651e-03]",Bagging,20,200,27.1433503154834,2.3407300022119757
755,"[6.05828326e-01 1.63064007e-16 0.00000000e+00 3.94171674e-01
 4.85722573e-17]",MLE,20,200,27.123021202897064,2.3401952915744193
756,"[5.24663950e-01 0.00000000e+00 2.25514052e-17 4.75336050e-01
 2.25514052e-17]",SAA,20,50,27.33161364808397,2.342629966730473
757,[0.43206228 0.07803085 0.00122336 0.48536641 0.0033171 ],Bagging,20,50,27.284175083447185,2.3612095807248874
758,"[8.76474246e-01 1.31838984e-16 0.00000000e+00 1.23525754e-01
 2.23345648e-16]",MLE,20,50,26.427461187436315,2.3733053052242825
759,"[6.56852564e-01 0.00000000e+00 7.63278329e-17 3.43147436e-01
 0.00000000e+00]",SAA,20,100,26.991888910182038,2.341585233939341
760,"[6.28915848e-01 1.38239598e-02 1.10911606e-02 3.46169032e-01
 4.85181150e-17]",Bagging,20,100,27.018157186513907,2.3587945405385016
761,"[7.00055038e-01 2.42861287e-17 6.93889390e-17 2.99944962e-01
 1.63064007e-16]",MLE,20,100,26.88085855310906,2.344524773080277
762,"[7.18969397e-01 9.88792381e-17 0.00000000e+00 2.81030603e-01
 0.00000000e+00]",SAA,20,200,26.83224865027276,2.34632045656108
763,"[6.93705242e-01 1.44901214e-02 2.63544261e-04 2.86297245e-01
 5.24384745e-03]",Bagging,20,200,26.823357474216042,2.3489687794061718
764,"[7.46971690e-01 2.51534904e-17 2.08166817e-17 2.53028310e-01
 0.00000000e+00]",MLE,20,200,26.760282757049787,2.3495477905790745
765,"[1.36481615e-01 2.24429850e-17 0.00000000e+00 5.90029716e-01
 2.73488668e-01]",SAA,20,50,27.098543240369658,2.4614499303938953
766,[0.18909862 0.09687666 0.00438933 0.47690266 0.23273273],Bagging,20,50,26.81152291714084,2.4540233461507395
767,"[2.11516276e-01 1.35742112e-16 5.36680075e-18 4.80453714e-01
 3.08030009e-01]",MLE,20,50,26.750268128555625,2.4509958898186586
768,"[0.00000000e+00 3.46944695e-17 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,20,100,28.680000000000007,2.4960000000000013
769,[0.03450693 0.00176081 0.00418946 0.93922267 0.02032014],Bagging,20,100,28.494688245689506,2.4815785392055636
770,"[1.56125113e-16 6.93889390e-18 0.00000000e+00 1.00000000e+00
 3.20923843e-17]",MLE,20,100,28.679999999999996,2.4959999999999996
771,"[5.35327652e-01 0.00000000e+00 0.00000000e+00 4.64672348e-01
 1.56125113e-17]",SAA,20,200,27.30420793359572,2.3419845607025707
772,[0.50255242 0.00899797 0.00417844 0.45704909 0.02722208],Bagging,20,200,27.235637202993438,2.3553410370732624
773,"[6.61637087e-01 2.55871713e-16 0.00000000e+00 3.38362913e-01
 3.90312782e-18]",MLE,20,200,26.97959268710405,2.341831187198093
774,"[8.53292806e-01 0.00000000e+00 6.50521303e-19 1.46707194e-01
 2.66713734e-17]",SAA,20,50,26.4870374874085,2.3679854167130308
775,[0.73694721 0.04367937 0.01415132 0.1995046  0.0057175 ],Bagging,20,50,26.611862815433692,2.3836798845594425
776,"[7.97278588e-01 0.00000000e+00 0.00000000e+00 2.02721412e-01
 1.00613962e-16]",MLE,20,50,26.630994029489653,2.3570515860912455
777,"[1.00000000e+00 0.00000000e+00 3.29597460e-17 2.60208521e-17
 0.00000000e+00]",SAA,20,100,26.11,2.4094999999999995
778,"[8.01521330e-01 6.27133202e-02 3.12624646e-04 8.09719873e-02
 5.44807376e-02]",Bagging,20,100,26.15738041858061,2.3965959779158457
779,"[1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.84708973e-17]",MLE,20,100,26.11000000000001,2.409500000000002
780,"[5.38156310e-01 0.00000000e+00 0.00000000e+00 4.61843690e-01
 5.37764278e-17]",SAA,20,200,27.296938283662527,2.3418298856214306
781,"[5.14483510e-01 3.13476465e-17 7.78576340e-03 4.44295217e-01
 3.34355096e-02]",Bagging,20,200,27.209030454628266,2.3594829592479982
782,"[6.93007391e-01 4.85722573e-17 0.00000000e+00 3.06992609e-01
 0.00000000e+00]",MLE,20,200,26.898971006014847,2.3439349129913465
783,"[5.62291643e-01 0.00000000e+00 2.20960403e-16 2.83978861e-01
 1.53729496e-01]",SAA,20,50,26.54312774428929,2.376945531965492
784,[0.38482261 0.07994012 0.00708081 0.2624746  0.26568187],Bagging,20,50,26.219603075766752,2.4448039870999034
785,"[6.79129158e-01 3.82913102e-16 0.00000000e+00 2.29850861e-17
 3.20870842e-01]",MLE,20,50,25.49071927581382,2.454282291913615
786,"[5.73547802e-01 6.84131571e-17 0.00000000e+00 4.26452198e-01
 1.99493200e-17]",SAA,20,100,27.20598214889555,2.3404803330118353
787,[0.4726129  0.05891086 0.02508998 0.40278811 0.04059814],Bagging,20,100,27.0837923134602,2.3984314180332684
788,"[5.02436731e-01 6.93889390e-17 0.00000000e+00 4.97563269e-01
 0.00000000e+00]",MLE,20,100,27.38873760021275,2.3442917937377126
789,"[9.26742243e-01 0.00000000e+00 0.00000000e+00 7.32577570e-02
 9.21571847e-18]",SAA,20,200,26.298272435441316,2.386439967854833
790,"[8.52604277e-01 3.69645917e-03 3.88708819e-04 1.03594764e-01
 3.97157918e-02]",Bagging,20,200,26.297344748868177,2.382176057812609
791,"[9.42465611e-01 1.59594560e-16 0.00000000e+00 5.75343886e-02
 4.96022494e-17]",MLE,20,200,26.257863378745895,2.3909976534874255
792,"[5.27355937e-16 0.00000000e+00 0.00000000e+00 1.00000000e+00
 0.00000000e+00]",SAA,20,50,28.680000000000014,2.496000000000003
793,"[1.63148798e-01 6.06475590e-16 1.72212369e-15 8.36851202e-01
 2.64805539e-16]",Bagging,20,50,28.260707587893208,2.422769589870594
794,"[0.00000000e+00 0.00000000e+00 1.05471187e-14 1.00000000e+00
 0.00000000e+00]",MLE,20,50,28.680000000000227,2.49600000000006
795,[0.32343747 0.16936607 0.         0.35702136 0.1501751 ],SAA,20,100,26.585277481929868,2.4183191888209863
796,[0.30602681 0.16374041 0.00159277 0.32349821 0.20514179],Bagging,20,100,26.402544191974854,2.438321551123047
797,[0.45706902 0.         0.         0.22836345 0.31456753],MLE,20,100,26.089778724791323,2.4283964093615245
798,"[5.35502275e-01 0.00000000e+00 1.64798730e-17 4.64497725e-01
 0.00000000e+00]",SAA,20,200,27.30375915242004,2.341974811387062
799,"[5.09783165e-01 2.93895757e-02 2.57927520e-03 4.58247984e-01
 4.42422609e-17]",Bagging,20,200,27.26844287839863,2.3505154918052122
800,"[4.92513830e-01 1.11022302e-16 1.21430643e-17 5.07486170e-01
 0.00000000e+00]",MLE,20,200,27.41423945719003,2.345171820222464
801,"[4.43397970e-01 0.00000000e+00 0.00000000e+00 5.56602030e-01
 1.47451495e-17]",SAA,20,50,27.54046721639211,2.3507833165411256
802,[0.44350444 0.00357705 0.04843187 0.4860417  0.01844494],Bagging,20,50,27.455434018539204,2.4232747686367366
803,"[6.69979755e-01 1.60461922e-17 3.25694239e-02 2.97450821e-01
 0.00000000e+00]",MLE,20,50,26.965317303808057,2.3914099314049118
804,"[8.06388459e-01 1.00613962e-16 1.24900090e-16 1.93611541e-01
 0.00000000e+00]",SAA,20,100,26.60758166133773,2.358644791650197
805,"[7.70222693e-01 9.82303431e-17 1.13870502e-16 2.21417906e-01
 8.35940120e-03]",Bagging,20,100,26.662910373669813,2.35497198490679
806,"[8.45674209e-01 6.93889390e-17 9.71445147e-17 1.54325791e-01
 0.00000000e+00]",MLE,20,100,26.506617284088907,2.366338636066994
807,"[7.30023645e-01 0.00000000e+00 1.87350135e-16 2.69976355e-01
 0.00000000e+00]",SAA,20,200,26.803839232274818,2.3475133645639823
808,"[7.29248501e-01 1.22995807e-03 7.52055482e-17 2.68381142e-01
 1.14039930e-03]",Bagging,20,200,26.796431602239583,2.348013160119277
809,"[6.66305926e-01 3.38271078e-16 0.00000000e+00 3.33694074e-01
 5.72458747e-17]",MLE,20,200,26.967593770914522,2.3420903046073973
810,"[3.39897717e-01 6.84890512e-16 0.00000000e+00 6.60102283e-01
 0.00000000e+00]",SAA,20,50,27.806462866583423,2.3694478242782937
811,[0.26041149 0.10576188 0.00692767 0.61625109 0.01064787],Bagging,20,50,27.597357407166797,2.3986679316002526
812,"[1.47964914e-01 1.79245823e-01 1.03216047e-16 6.72789263e-01
 0.00000000e+00]",MLE,20,50,27.67774716458787,2.417826465238945
813,"[6.47247522e-01 5.71374545e-17 1.73472348e-17 1.36458872e-01
 2.16293606e-01]",SAA,20,100,26.04325264211985,2.4047914437019235
814,[0.55800744 0.03956633 0.00078147 0.1861336  0.21551117],Bagging,20,100,26.138997398308092,2.4091485114345
815,"[6.85202087e-01 2.49800181e-16 0.00000000e+00 2.01174564e-01
 1.13623349e-01]",MLE,20,100,26.407725565176293,2.3741359599282004
816,"[6.37434738e-01 0.00000000e+00 0.00000000e+00 3.62565262e-01
 6.93889390e-17]",SAA,20,200,27.041792722662407,2.340790532193129
817,"[6.34739774e-01 1.33578847e-03 6.93854154e-17 3.52808168e-01
 1.11162692e-02]",Bagging,20,200,26.994060383003095,2.3433136571051785
818,"[7.41222688e-01 0.00000000e+00 0.00000000e+00 2.58777312e-01
 1.07552856e-16]",MLE,20,200,26.775057692120708,2.348829808268805
819,"[6.94827191e-01 1.17310675e-16 3.70797143e-17 3.05172809e-01
 0.00000000e+00]",SAA,20,50,26.894294119271603,2.344083103648797
820,[0.60348948 0.00344998 0.01286362 0.26407723 0.1161197 ],Bagging,20,50,26.597351982694914,2.3887827716481356
821,"[8.54066621e-01 3.95516953e-16 0.00000000e+00 1.45933379e-01
 4.85722573e-17]",MLE,20,50,26.485048783832696,2.368155490822451
822,"[3.37943446e-01 3.14852311e-16 0.00000000e+00 6.62056554e-01
 2.49800181e-16]",SAA,20,100,27.811485343404506,2.3698894793465137
823,"[3.56307088e-01 1.56246985e-16 9.63644869e-05 5.77364025e-01
 6.62325221e-02]",Bagging,20,100,27.466265634149508,2.3736947476704406
824,"[3.80796240e-01 0.00000000e+00 3.62123526e-16 6.19203760e-01
 0.00000000e+00]",MLE,20,100,27.70135366442696,2.360963854590979
825,"[4.06172064e-01 1.70002901e-16 5.29090660e-17 5.93827936e-01
 0.00000000e+00]",SAA,20,200,27.636137795483883,2.3564281105831935
826,"[3.83456276e-01 5.16586515e-05 5.72346261e-17 6.09519896e-01
 6.97216980e-03]",Bagging,20,200,27.662963351288195,2.3611969216515574
827,"[3.74395047e-01 9.02056208e-17 1.44849410e-16 6.25604953e-01
 0.00000000e+00]",MLE,20,200,27.717804730182294,2.3621960981348296
828,"[6.91647020e-01 8.13151629e-20 5.77066606e-17 8.33891824e-02
 2.24963798e-01]",SAA,20,50,25.890130068784092,2.4149115175479774
829,"[5.89907221e-01 6.61895207e-17 2.00531052e-02 2.05264769e-01
 1.84774905e-01]",Bagging,20,50,26.336863053077632,2.421741493591025
830,"[7.75831998e-01 4.69324015e-17 1.10046521e-17 1.18969169e-01
 1.05198833e-01]",MLE,20,50,26.212717015787536,2.3857350931650076
831,[0.7030887 0.        0.        0.2969113 0.       ],SAA,20,100,26.873062038290495,2.3447919212335373
832,"[7.00975420e-01 4.52247121e-03 2.71253489e-04 2.94230855e-01
 8.20766794e-17]",Bagging,20,100,26.862859870458607,2.346029365261511
833,"[8.13381328e-01 2.08166817e-16 1.73472348e-16 1.86618672e-01
 2.63677968e-16]",MLE,20,100,26.589609987288206,2.35991651707815
834,"[6.23684470e-01 0.00000000e+00 1.22081165e-16 3.76315530e-01
 0.00000000e+00]",SAA,20,200,27.07713091191823,2.3404252615820638
835,"[6.00256350e-01 5.90781521e-03 2.94216241e-04 3.92557226e-01
 9.84392788e-04]",Bagging,20,200,27.112476021277217,2.341749328141897
836,"[7.19147954e-01 0.00000000e+00 8.67361738e-17 2.80852046e-01
 1.11022302e-16]",MLE,20,200,26.831789758843264,2.3463388845004065
837,"[3.55307114e-01 1.10154941e-16 0.00000000e+00 6.44692886e-01
 1.44415729e-16]",SAA,20,50,27.76686071645547,2.366081236127626
838,"[3.36482562e-01 1.48669907e-02 4.10218647e-04 6.32291354e-01
 1.59488753e-02]",Bagging,20,50,27.69197166810296,2.372276250165017
839,"[2.57771665e-01 0.00000000e+00 6.46184495e-17 7.42228335e-01
 0.00000000e+00]",MLE,20,50,28.01752682021836,2.3908588380910434
840,"[6.74410104e-01 0.00000000e+00 2.94902991e-17 3.25589896e-01
 1.56125113e-17]",SAA,20,100,26.94676603236037,2.3425849029483983
841,"[6.09968399e-01 4.93501870e-02 6.01361224e-04 3.18061854e-01
 2.20181983e-02]",Bagging,20,100,26.842186471828427,2.355630163777538
842,"[7.57750265e-01 0.00000000e+00 6.24500451e-17 2.42249735e-01
 2.42861287e-17]",MLE,20,100,26.732581819430408,2.350971043265524
843,"[6.08928389e-01 0.00000000e+00 0.00000000e+00 3.91071611e-01
 4.68375339e-17]",SAA,20,200,27.115054040874348,2.3402154099214085
844,"[6.16190343e-01 1.09365913e-16 1.05440017e-16 3.59425156e-01
 2.43845007e-02]",Bagging,20,200,26.986660564260596,2.345381163898153
845,"[6.60475280e-01 0.00000000e+00 0.00000000e+00 3.39524720e-01
 1.42247325e-16]",MLE,20,200,26.982578530841923,2.3417696408786153
846,"[2.80515792e-01 0.00000000e+00 1.55040911e-17 3.85873774e-01
 3.33610434e-01]",SAA,20,50,26.45782746282731,2.44644031584042
847,[0.25626645 0.01274538 0.00201181 0.41311934 0.31585701],Bagging,20,50,26.556254794775988,2.4499264839377286
848,"[2.23630893e-01 0.00000000e+00 4.00883753e-17 5.78875756e-01
 1.97493351e-01]",MLE,20,50,27.216548526363532,2.4233765651870964
849,"[5.55111512e-17 1.00613962e-16 0.00000000e+00 1.00000000e+00
 4.51028104e-17]",SAA,20,100,28.68,2.496
850,[0.11879126 0.00993635 0.00218039 0.86601446 0.00307754],Bagging,20,100,28.326858059959783,2.4411664950119594
851,"[6.15790280e-02 0.00000000e+00 7.63278329e-17 9.38420972e-01
 0.00000000e+00]",MLE,20,100,28.521741898153625,2.4656516208811317
852,"[5.12360023e-01 4.16333634e-17 0.00000000e+00 4.87639977e-01
 0.00000000e+00]",SAA,20,200,27.36323473981963,2.3434970074619192
853,"[5.11805868e-01 2.62320493e-03 6.76670026e-17 4.85570927e-01
 4.78430444e-17]",Bagging,20,200,27.355556399005195,2.343822669975655
854,"[5.36488108e-01 1.21430643e-16 0.00000000e+00 4.63511892e-01
 0.00000000e+00]",MLE,20,200,27.30122556309059,2.341920267088906
855,"[5.51032189e-01 1.77288739e-15 0.00000000e+00 4.48967811e-01
 0.00000000e+00]",SAA,20,50,27.263847274259554,2.3412133707593608
856,"[5.47575396e-01 8.61933951e-16 1.88408859e-15 4.52424604e-01
 3.07102705e-16]",Bagging,20,50,27.272731232087096,2.3413647883684954
857,"[5.68726861e-01 0.00000000e+00 1.02348685e-16 4.31273139e-01
 1.14491749e-16]",MLE,20,50,27.21837196839738,2.3406003506918807
858,"[9.15836352e-01 3.65809813e-16 0.00000000e+00 8.41636483e-02
 1.29453739e-16]",SAA,20,100,26.32630057624143,2.3834044598803032
859,"[8.34078038e-01 8.77566992e-05 1.30659687e-04 1.51142644e-01
 1.45609013e-02]",Bagging,20,100,26.470619615465413,2.3684581279239376
860,"[1.00000000e+00 4.25007252e-17 0.00000000e+00 0.00000000e+00
 1.61112443e-16]",MLE,20,100,26.110000000000003,2.4095000000000004
861,"[4.79646792e-01 1.19695920e-16 2.51534904e-17 5.20353208e-01
 1.18828558e-16]",SAA,20,200,27.447307743542172,2.346439924032622
862,"[4.75768236e-01 1.08512185e-16 4.64207791e-05 5.22783358e-01
 1.40198526e-03]",Bagging,20,200,27.45097691309296,2.3471059663486766
863,[0.48590642 0.         0.         0.51409358 0.        ],MLE,20,200,27.431220499833955,2.345805100996375
864,"[0.00000000e+00 7.28797189e-01 1.55379374e-17 2.71202811e-01
 2.69831245e-17]",SAA,20,50,26.151073755586182,2.532490983483493
865,[0.1329655  0.51511827 0.00208565 0.31414735 0.03568322],Bagging,20,50,26.390702598131476,2.4795062395584493
866,[0.01567838 0.76305337 0.         0.22126825 0.        ],MLE,20,50,25.99191136222,2.5436482653969215
867,"[2.49800181e-16 1.90819582e-16 0.00000000e+00 1.00000000e+00
 1.17961196e-16]",SAA,20,100,28.68,2.496000000000001
868,"[8.31939686e-02 3.90537106e-03 4.01945600e-15 9.08795764e-01
 4.10489681e-03]",Bagging,20,100,28.434167827465625,2.4550485180201767
869,"[3.55793804e-02 0.00000000e+00 0.00000000e+00 9.64420620e-01
 2.77555756e-17]",MLE,20,100,28.588560992400723,2.47806464325774
870,"[1.00000000e+00 2.53269627e-16 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",SAA,20,200,26.110000000000014,2.4095000000000026
871,"[9.48439835e-01 4.67302163e-04 4.65054969e-17 5.10928627e-02
 6.18136185e-17]",Bagging,20,200,26.24088808512421,2.392967044875947
872,"[1.00000000e+00 0.00000000e+00 2.08166817e-16 0.00000000e+00
 9.71445147e-17]",MLE,20,200,26.110000000000017,2.409500000000003
873,"[1.00000000e+00 5.55111512e-17 5.89805982e-17 1.94289029e-16
 0.00000000e+00]",SAA,20,50,26.110000000000003,2.4095000000000013
874,[0.84294597 0.02876512 0.00407494 0.09766408 0.0265499 ],Bagging,20,50,26.29523583056044,2.3903803099192946
875,"[1.00000000e+00 0.00000000e+00 3.46944695e-17 5.55111512e-17
 0.00000000e+00]",MLE,20,50,26.110000000000007,2.4095000000000013
876,"[1.00000000e+00 3.12250226e-17 0.00000000e+00 0.00000000e+00
 1.87350135e-16]",SAA,20,100,26.11,2.4095000000000004
877,"[8.69856587e-01 4.99432819e-04 5.90926098e-17 6.03400713e-02
 6.93039091e-02]",Bagging,20,100,26.13086794928972,2.3948787678311048
878,"[1.00000000e+00 2.08166817e-17 1.17961196e-16 0.00000000e+00
 0.00000000e+00]",MLE,20,100,26.110000000000003,2.4095000000000004
879,"[9.46420788e-01 2.49800181e-16 0.00000000e+00 5.35792122e-02
 0.00000000e+00]",SAA,20,200,26.2476985754113,2.392177829913339
880,"[8.57124321e-01 1.06939468e-16 4.50458898e-17 1.42875679e-01
 6.70877199e-17]",Bagging,20,200,26.477190495534103,2.368832605211128
881,"[9.77632248e-01 0.00000000e+00 3.46944695e-17 2.23677523e-02
 0.00000000e+00]",MLE,20,200,26.167485123534615,2.4019662107888156
882,"[3.47922321e-01 0.00000000e+00 0.00000000e+00 6.52077679e-01
 1.56125113e-16]",SAA,20,50,27.78583963557107,2.3676689789343013
883,"[4.03348822e-01 3.11235044e-16 2.69839141e-16 5.78882059e-01
 1.77691190e-02]",Bagging,20,50,27.56343249109068,2.3589935367931147
884,"[2.59589615e-01 0.00000000e+00 1.13797860e-15 7.40410385e-01
 0.00000000e+00]",MLE,20,50,28.01285468928362,2.3903216656258905
885,"[8.60281826e-01 2.81892565e-17 1.76182853e-17 1.39718174e-01
 8.30498864e-17]",SAA,20,100,26.469075707334017,2.3695403185026587
886,[0.74119395 0.03968291 0.0097641  0.19656941 0.01278964],Bagging,20,100,26.58202658557874,2.3782440788608064
887,[0.95356652 0.         0.         0.04643348 0.        ],MLE,20,100,26.229334032031097,2.3943443780308713
888,"[4.77033247e-01 1.56125113e-16 0.00000000e+00 5.22966753e-01
 1.21430643e-16]",SAA,20,200,27.454024554946006,2.3467150193884483
889,"[4.66693588e-01 1.47950851e-03 4.42771904e-17 5.27440873e-01
 4.38603100e-03]",Bagging,20,200,27.45572644519671,2.3485906633054325
890,"[4.91287206e-01 0.00000000e+00 1.47451495e-16 5.08712794e-01
 0.00000000e+00]",MLE,20,200,27.417391881260656,2.3452865269393417
891,"[5.55111512e-17 1.45716772e-16 0.00000000e+00 1.00000000e+00
 1.87350135e-16]",SAA,20,50,28.680000000000003,2.496000000000002
892,"[7.35519006e-02 3.40081439e-03 1.89694973e-04 9.08250917e-01
 1.46066727e-02]",Bagging,20,50,28.413482495188244,2.459452004742248
893,"[8.32667268e-17 0.00000000e+00 1.80411242e-16 1.00000000e+00
 0.00000000e+00]",MLE,20,50,28.680000000000014,2.496000000000003
894,[0.37538073 0.         0.         0.28954695 0.33507232],SAA,20,100,26.20744607509615,2.4377809123764558
895,"[3.70660115e-01 3.25072421e-02 3.21223529e-17 2.72584007e-01
 3.24248636e-01]",Bagging,20,100,26.155484513296344,2.4420669583473864
896,"[2.38606116e-01 0.00000000e+00 5.00901404e-17 4.23986269e-01
 3.37407615e-01]",MLE,20,100,26.548448016478044,2.4541017911072602
897,"[6.79071504e-01 0.00000000e+00 2.56739074e-16 3.20928496e-01
 0.00000000e+00]",SAA,20,200,26.934786234720963,2.3428951542388896
898,"[6.76935591e-01 3.34495031e-03 1.58688980e-16 3.17707436e-01
 2.01202226e-03]",Bagging,20,200,26.919614452263744,2.343926629570066
899,"[8.05925101e-01 0.00000000e+00 1.11022302e-16 1.94074899e-01
 0.00000000e+00]",MLE,20,200,26.608772490397847,2.3585620212593987
900,"[8.82470168e-01 0.00000000e+00 0.00000000e+00 1.17529832e-01
 1.76941795e-16]",SAA,20,50,26.41205166723996,2.374757055497737
901,"[6.97846246e-01 3.92228567e-16 1.96158194e-16 3.02153754e-01
 1.80138023e-16]",Bagging,20,50,26.88653514829109,2.3443352780495124
902,"[5.11015297e-01 0.00000000e+00 0.00000000e+00 4.88984703e-01
 2.96637714e-16]",MLE,20,50,27.366690687469884,2.343599715652801
903,"[7.35624173e-01 2.86852790e-16 0.00000000e+00 2.29665252e-01
 3.47105758e-02]",SAA,20,100,26.633248285421026,2.3572583720846265
904,[0.61476838 0.02633196 0.00126912 0.22402315 0.13360739],Bagging,20,100,26.407719318528926,2.382721374085951
905,"[7.89088653e-01 0.00000000e+00 0.00000000e+00 2.10911347e-01
 6.77626358e-17]",MLE,20,100,26.652042162291764,2.3556806154275334
906,[0.28415036 0.         0.         0.71584964 0.        ],SAA,20,200,27.949733563165996,2.3833449246714027
907,"[2.50177974e-01 3.02435208e-02 3.65672596e-04 6.91362329e-01
 2.78505035e-02]",Bagging,20,200,27.806850771219043,2.394195414429109
908,"[2.79217074e-01 0.00000000e+00 0.00000000e+00 7.20782926e-01
 1.99493200e-17]",MLE,20,200,27.962412118738207,2.38470435146099
909,"[3.29790780e-02 0.00000000e+00 1.14274909e-16 9.67020922e-01
 0.00000000e+00]",SAA,20,50,28.595243769521936,2.479338308256171
910,[0.13730334 0.00774165 0.00155902 0.79025454 0.06314144],Bagging,20,50,28.01647336156041,2.435371460006735
911,"[1.04083409e-16 4.92661467e-16 0.00000000e+00 1.00000000e+00
 2.04697370e-16]",MLE,20,50,28.680000000000003,2.4960000000000018
912,"[7.23657084e-01 0.00000000e+00 5.55111512e-17 2.76342916e-01
 0.00000000e+00]",SAA,20,100,26.820201294720743,2.346813400908671
913,"[6.69675742e-01 1.02269703e-02 5.73921589e-04 3.19523366e-01
 8.75117924e-17]",Bagging,20,100,26.923572017863254,2.345262822536601
914,"[7.94273625e-01 0.00000000e+00 0.00000000e+00 2.05726375e-01
 6.93889390e-18]",MLE,20,100,26.63871678500851,2.3565418177935538
915,"[3.34006868e-01 1.14708590e-16 0.00000000e+00 6.65993132e-01
 4.53196508e-17]",SAA,20,200,27.821602349183138,2.370789166617123
916,"[3.20418084e-01 5.31154437e-06 8.73754481e-17 6.44033106e-01
 3.55434981e-02]",Bagging,20,200,27.696561351644238,2.377188536282259
917,"[3.88921157e-01 0.00000000e+00 1.89626960e-16 6.11078843e-01
 0.00000000e+00]",MLE,20,200,27.68047262627403,2.359450894456569
918,"[3.63790319e-01 8.47846099e-17 0.00000000e+00 6.36209681e-01
 5.72458747e-17]",SAA,20,50,27.74505888062655,2.3643156198696076
919,[0.33174838 0.01202968 0.00999753 0.53969385 0.10653056],Bagging,20,50,27.308475614676475,2.398534322780799
920,"[5.36644113e-01 1.70436582e-16 0.00000000e+00 4.63355887e-01
 0.00000000e+00]",MLE,20,50,27.30082462890222,2.341911712721447
921,"[6.90706488e-01 2.25514052e-17 0.00000000e+00 3.09293512e-01
 0.00000000e+00]",SAA,20,100,26.9048843266703,2.343751650419362
922,[0.60596911 0.02501424 0.01085801 0.30956491 0.04859373],Bagging,20,100,26.81957697477267,2.3719252491836347
923,"[8.84565026e-01 5.98479599e-17 1.95156391e-17 1.15434974e-01
 6.67868538e-17]",MLE,20,100,26.406667883141665,2.375271607497969
924,[0.58033015 0.         0.         0.41966985 0.        ],SAA,20,200,27.188551522934834,2.340345562069155
925,"[5.60410402e-01 4.17899849e-04 1.21403766e-04 4.39050294e-01
 5.38509667e-17]",Bagging,20,200,27.238321862892835,2.341069983973858
926,"[6.39184792e-01 1.04083409e-16 4.85722573e-17 3.60815208e-01
 0.00000000e+00]",MLE,20,200,27.03729508343218,2.3408487674452636
927,"[2.28441921e-01 2.18575158e-16 0.00000000e+00 7.71558079e-01
 0.00000000e+00]",SAA,20,50,28.092904262121436,2.3999208349067658
928,[0.26794332 0.02230227 0.01825455 0.68628953 0.00521033],Bagging,20,50,27.894566291783384,2.4091883329897783
929,"[3.50433988e-01 8.84708973e-17 0.00000000e+00 6.49566012e-01
 0.00000000e+00]",MLE,20,50,27.77938465139321,2.3671236665969393
